locality,property_type,subtype,price_eur,num_rooms,living_area_m2,fully_equipped_kitchen,furnished,terrace,terrace_area_m2,garden,garden_area_m2,land_surface_m2,num_facades,swimming_pool,num_bathrooms,dist_train_km,dist_bus_km,is_house,postal_code,wallonie_bx,building_state
5300 Andenne,House,Residence,523611.0,3.0,190.0,0.0,0.0,0.0,0.0,1.0,0.0,6982.0,4.0,0.0,2.0,3.3,1.9,1,5300,1,10.0
1180 Ukkel,Apartment,Apartment,645000.0,4.0,182.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,3.0,0.0,2.0,0.847,0.137,0,1180,1,5.0
6870 Saint-Hubert,House,Villa,1950000.0,4.0,790.0,0.0,0.0,1.0,200.0,1.0,40730.0,42025.0,4.0,1.0,3.0,6.6,0.126,1,6870,1,9.0
7390 Quaregnon,House,Residence,225000.0,3.0,155.0,0.0,0.0,1.0,0.0,1.0,0.0,400.0,3.0,0.0,1.0,1.0,0.045,1,7390,1,5.0
8800 Roeselare,Apartment,Apartment,249000.0,1.0,73.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,3.0,0.0,1.0,0.592,0.295,0,8800,0,6.0
8570 Anzegem,House,Residence,395000.0,4.0,301.0,1.0,0.0,1.0,40.0,1.0,250.0,503.0,4.0,0.0,2.0,0.769,0.081,1,8570,0,6.0
2030 Antwerp,House,Residence,319000.0,4.0,162.0,0.0,0.0,0.0,0.0,1.0,0.0,158.0,3.0,0.0,1.0,0.736,0.167,1,2030,0,6.0
9830 Sint-Martens-Latem,Apartment,Apartment,565000.0,2.0,104.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,3.0,0.0,1.0,2.7,0.08,0,9830,0,10.0
1070 Anderlecht,House,Mixed Building,590000.0,1.0,35.0,1.0,0.0,1.0,4.0,0.0,0.0,35.0,2.0,0.0,1.0,1.9,0.115,1,1070,1,6.0
4500 Huy,House,Residence,189000.0,2.0,215.0,0.0,0.0,0.0,0.0,1.0,20.0,110.0,2.0,0.0,2.0,1.3,0.134,1,4500,1,6.0
7012 Jemappes,House,Residence,175000.0,5.0,147.0,0.0,0.0,0.0,0.0,1.0,0.0,96.0,2.0,0.0,2.0,1.4,0.114,1,7012,1,4.0
1435 Mont-Saint-Guibert,Apartment,Apartment,225000.0,2.0,71.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.4,0.608,0,1435,1,6.0
4000 Liege,House,Residence,259000.0,1.0,79.0,0.0,0.0,1.0,2.0,0.0,0.0,38.0,2.707469745444429,0.0,2.0,0.734,0.001,1,4000,1,8.0
1150 Sint-Pieters-Woluwe,Apartment,Apartment,1750000.0,3.0,227.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,3.0,0.0,6.0,3.3,1.0,0,1150,1,10.0
1081 Koekelberg,Apartment,Apartment,199000.0,2.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.931,0.099,0,1081,1,6.0
1020 Laken,Apartment,Apartment,350000.0,2.0,96.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,2.0,0.821,0.43,0,1020,1,10.0
2890 Sint-Amands,House,Residence,280000.0,2.0,102.0,1.0,0.0,1.0,0.0,1.0,0.0,185.0,4.0,0.0,1.0,4.7,0.728,1,2890,0,6.0
9160 Lokeren,House,Residence,349900.0,2.0,220.0,0.0,0.0,0.0,0.0,1.0,0.0,749.0,4.0,0.0,2.0,2.9,0.073,1,9160,0,4.0
1050 Elsene,Apartment,Apartment,465000.0,2.0,166.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.4,0.205,0,1050,1,4.0
6000 Charleroi,Apartment,Penthouse,220000.0,3.0,170.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,2.0,0.0,1.0,0.761,0.036,0,6000,1,6.0
4607 Dalhem,House,Residence,165000.0,2.0,186.0,0.0,0.0,1.0,36.0,1.0,0.0,323.0,2.0,0.0,2.0,3.7,0.041,1,4607,1,5.0
1080 Sint-Jans-Molenbeek,Apartment,Apartment,189000.0,2.0,83.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.4,0.277,0,1080,1,9.0
1380 Lasne,House,Residence,299000.0,2.0,110.0,1.0,0.0,1.0,15.0,1.0,80.0,266.0,3.0,0.0,2.0,5.2,0.256,1,1380,1,6.0
1070 Anderlecht,Apartment,Apartment,245000.0,3.0,95.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,3.0,0.0,1.0,1.7,0.335,0,1070,1,6.0
9120 Beveren,House,Villa,595000.0,3.0,242.0,0.0,0.0,1.0,0.0,1.0,0.0,1050.0,4.0,0.0,2.0,3.1,1.0,1,9120,0,9.0
8300 Knokke,Apartment,Apartment,1295000.0,2.0,68.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.5,0.126,0,8300,0,9.0
8670 Koksijde,Apartment,Apartment,420000.0,3.0,124.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,5.0,0.069,0,8670,0,5.0
4607 Dalhem,House,Residence,295000.0,5.0,234.0,0.0,0.0,1.0,28.0,1.0,0.0,856.0,3.0,0.0,2.0,3.8,0.075,1,4607,1,5.0
4900 Spa,House,Bungalow,315000.0,2.0,109.0,1.0,0.0,1.0,0.0,1.0,929.0,1030.0,4.0,0.0,1.0,1.6,0.111,1,4900,1,4.0
9230 Wetteren,House,Residence,149000.0,2.0,149.0,0.0,0.0,0.0,0.0,1.0,138.0,0.0,2.707469745444429,0.0,2.0,1.1,0.343,1,9230,0,4.0
9000 Gent,Apartment,Apartment,350000.0,2.0,77.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.9,0.287,0,9000,0,5.0
4000 Liege,House,Residence,360000.0,3.0,124.0,1.0,0.0,1.0,17.0,1.0,238.0,348.0,2.0,0.0,2.0,3.2,0.566,1,4000,1,6.0
7800 Ath,House,Residence,235000.0,1.0,101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.595,0.445,1,7800,1,6.0
1180 Ukkel,Apartment,Duplex,650000.0,3.0,220.0,1.0,0.0,1.0,16.0,0.0,0.0,0.0,3.0,0.0,2.0,0.847,0.137,0,1180,1,6.0
7700 Mouscron,House,Residence,339000.0,2.0,149.0,0.0,0.0,1.0,0.0,1.0,0.0,298.0,3.0,0.0,2.0,0.969,0.108,1,7700,1,5.0
9041 Oostakker,House,Residence,448485.0,3.0,133.0,0.0,0.0,0.0,0.0,1.0,0.0,400.0,3.0,0.0,2.0,6.7,0.123,1,9041,0,5.0
9300 Aalst,House,Residence,298000.0,3.0,181.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.1,0.152,1,9300,0,9.0
8890 Moorslede,House,Residence,649000.0,3.0,166.0,0.0,0.0,0.0,0.0,1.0,0.0,4981.0,4.0,0.0,2.0,10.6,1.3,1,8890,0,5.0
8660 De Panne,Apartment,Apartment,248050.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,3.1,0.193,0,8660,0,10.0
2960 Brecht,House,Residence,468308.0,3.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,4.0,0.0,2.0,1.3,0.124,1,2960,0,10.0
2230 Herselt,House,Chalet,199000.0,2.0,73.0,0.0,0.0,1.0,0.0,1.0,0.0,2826.0,4.0,0.0,1.0,7.2,0.334,1,2230,0,5.0
2570 Duffel,House,Residence,570887.0,3.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,544.0,4.0,0.0,2.0,1.4,0.254,1,2570,0,10.0
6900 Marche-en-Famenne,Apartment,Apartment,276000.0,2.0,96.0,1.0,0.0,1.0,10.0,1.0,0.0,0.0,2.707469745444429,0.0,1.0,0.23,0.01,0,6900,1,5.0
2590 Berlaar,Apartment,Apartment,349000.0,2.0,83.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,2.2,0.234,0,2590,0,6.0
1350 Orp-le-Grand,House,Residence,383572.0,3.0,195.0,0.0,0.0,0.0,0.0,1.0,257.0,350.0,2.0,0.0,2.0,8.4,0.102,1,1350,1,10.0
5030 Gembloux,Apartment,Apartment,295000.0,2.0,85.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.079,0,5030,1,6.0
7711 Dottignies,Apartment,Apartment,96000.0,1.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.6,0.033,0,7711,1,6.0
5650 Walcourt,Apartment,Triplex,80000.0,2.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.873,0.195,0,5650,1,5.0
4870 Trooz,Apartment,Apartment,229000.0,2.0,80.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,3.0,0.0,2.0,1.7,0.264,0,4870,1,6.0
1300 Wavre,House,Residence,420000.0,5.0,150.0,0.0,0.0,1.0,0.0,1.0,0.0,323.0,3.0,0.0,2.0,0.688,0.731,1,1300,1,5.0
3000 Leuven,Apartment,Studio,169000.0,1.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.6,0.105,0,3000,0,5.0
1731 Zellik,Apartment,Apartment,325000.0,2.0,75.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.518,0.291,0,1731,0,10.0
9420 Erpe-Mere,House,Residence,412000.0,3.0,152.0,0.0,0.0,0.0,0.0,1.0,0.0,555.0,3.0,0.0,2.0,1.8,0.046,1,9420,0,10.0
8301 Duinbergen,Apartment,Apartment,349500.0,2.0,65.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.9,0.378,0,8301,0,5.0
4031 Angleur,Apartment,Apartment,509895.0,2.0,109.0,1.0,0.0,1.0,34.0,0.0,0.0,0.0,3.0,0.0,1.0,0.316,0.035,0,4031,1,10.0
4600 Visé,House,Residence,320000.0,5.0,251.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.414,0.079,1,4600,1,6.0
1410 Waterloo,House,Villa,765000.0,5.0,195.0,1.0,0.0,1.0,36.0,1.0,0.0,778.0,4.0,1.0,2.0,1.6,0.267,1,1410,1,6.0
1200 Sint-Lambrechts-Woluwe,Apartment,Apartment,546000.0,2.0,110.0,0.0,0.0,1.0,16.0,1.0,85.0,0.0,2.0,0.0,2.0,3.7,0.225,0,1200,1,10.0
1300 Wavre,House,Residence,490000.0,6.0,527.0,0.0,0.0,1.0,0.0,1.0,300.0,0.0,4.0,0.0,5.0,2.3,0.756,1,1300,1,4.0
6760 Virton,House,Mixed Building,350000.0,3.0,220.0,1.0,0.0,0.0,0.0,0.0,0.0,173.0,2.0,0.0,6.0,1.3,0.197,1,6760,1,6.0
4040 Herstal,House,Residence,109000.0,2.0,104.0,1.0,0.0,1.0,0.0,1.0,33.0,55.0,2.0,0.0,1.0,1.4,0.267,1,4040,1,4.0
6997 Érezée,House,Residence,29000.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,2.0,0.0,2.0,5.8,0.001,1,6997,1,4.0
8370 Blankenberge,Apartment,Penthouse,658000.0,4.0,153.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,0.524,0.428,0,8370,0,10.0
4684 Haccourt,House,Residence,139000.0,2.0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,3.0,0.0,1.0,2.4,0.092,1,4684,1,6.0
3920 Lommel,House,Residence,310000.0,3.0,124.0,0.0,0.0,1.0,0.0,1.0,0.0,1092.0,4.0,0.0,2.0,5.8,0.493,1,3920,0,4.0
1490 Court-Saint-Étienne,House,Residence,250000.0,3.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,2.0,0.0,2.0,0.194,0.136,1,1490,1,4.0
4430 Ans,Apartment,Apartment,320500.0,3.0,108.0,0.0,0.0,1.0,21.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,2.8,0.282,0,4430,1,10.0
6041 Gosselies,House,Residence,137500.0,2.0,70.0,0.0,0.0,0.0,0.0,1.0,0.0,179.0,2.0,0.0,2.0,3.7,0.37,1,6041,1,4.0
8580 Avelgem,House,Mixed Building,680000.0,4.0,500.0,1.0,0.0,0.0,0.0,0.0,0.0,1082.0,2.0,0.0,1.0,8.0,0.281,1,8580,0,6.0
3945 Ham,House,Residence,415000.0,3.0,329.0,0.0,0.0,0.0,0.0,1.0,0.0,1895.0,2.0,0.0,2.0,6.7,0.296,1,3945,0,5.0
8300 Knokke,Apartment,Apartment,495000.0,2.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.125,0.32696615201900237,0,8300,0,5.0
7090 Braine-le-Comte,House,Residence,220000.0,4.0,168.0,1.0,0.0,0.0,0.0,0.0,0.0,130.0,2.0,0.0,2.0,0.472,0.274,1,7090,1,3.0
4040 Herstal,House,Residence,199000.0,4.0,134.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.9,0.082,1,4040,1,6.0
9000 Gent,Apartment,Apartment,365000.0,3.0,104.0,1.0,0.0,1.0,17.0,0.0,0.0,0.0,2.0,0.0,2.0,2.5,0.542,0,9000,0,10.0
8780 Oostrozebeke,House,Residence,379000.0,3.0,214.0,0.0,0.0,1.0,0.0,1.0,170.0,315.0,2.707469745444429,0.0,2.0,6.0,0.5,1,8780,0,6.0
1500 Halle,Apartment,Duplex,500000.0,3.0,127.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,0.91,0.422,0,1500,0,5.0
9000 Gent,House,Residence,374999.0,3.0,121.0,0.0,0.0,1.0,0.0,1.0,16.0,97.0,2.707469745444429,0.0,2.0,1.5,0.127,1,9000,0,5.0
9000 Gent,Apartment,Apartment,359000.0,1.0,84.0,0.0,0.0,1.0,16.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,3.3,0.048,0,9000,0,10.0
8670 Koksijde,Apartment,Apartment,175000.0,1.0,57.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,5.9,0.881,0,8670,0,6.0
7060 Soignies,House,Residence,259000.0,7.0,250.0,0.0,0.0,1.0,0.0,1.0,90.0,305.0,2.0,0.0,2.0,0.81,0.208,1,7060,1,5.0
8301 Duinbergen,Apartment,Apartment,195000.0,1.0,44.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.4,1.6,0,8301,0,5.0
2440 Geel,Apartment,Apartment,256000.0,2.0,70.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,1.0,1.5,0.108,0,2440,0,10.0
8670 Koksijde,Apartment,Apartment,159000.0,2.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,5.5,0.547,0,8670,0,6.0
7850 Enghien,House,Residence,435000.0,6.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,1895.0,4.0,0.0,2.0,0.533,0.124,1,7850,1,5.0
1070 Anderlecht,Apartment,Apartment,179000.0,1.0,70.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.6,0.051,0,1070,1,5.0
1170 Watermaal-Bosvoorde,Apartment,Apartment,259000.0,1.0,61.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.451,0.414,0,1170,1,6.0
9880 Aalter,House,Residence,479628.0,3.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,4.0,0.0,2.0,2.9,0.36,1,9880,0,10.0
6460 Chimay,House,Residence,65000.0,3.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,2.472569206067988,0.198,1,6460,1,5.0
3900 Pelt,Apartment,Apartment,318000.0,2.0,99.0,0.0,0.0,1.0,12.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,3.7,0.831,0,3900,0,10.0
1082 Berchem-Sainte-Agathe,Apartment,Apartment,329000.0,2.0,84.0,0.0,0.0,1.0,24.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,0.923,0.167,0,1082,1,9.0
9300 Aalst,Apartment,Apartment,368250.0,2.0,106.0,1.0,0.0,1.0,8.0,1.0,0.0,0.0,2.0,0.0,2.0,1.3,0.193,0,9300,0,10.0
2500 Lier,House,Residence,449000.0,3.0,263.0,1.0,0.0,1.0,0.0,1.0,0.0,450.0,4.0,0.0,2.0,3.5,0.239,1,2500,0,5.0
1210 Sint-Joost-ten-Node,Apartment,Duplex,585000.0,2.0,130.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,0.83,0.054,0,1210,1,8.0
4101 Jemeppe,House,Residence,199900.0,3.0,100.0,1.0,0.0,1.0,24.0,1.0,470.0,622.0,3.0,0.0,1.0,1.1,0.1,1,4101,1,6.0
1390 Grez-Doiceau,House,Residence,595000.0,3.0,210.0,1.0,0.0,1.0,45.0,1.0,320.0,400.0,3.0,0.0,2.0,1.1,0.445,1,1390,1,9.0
2100 Deurne,Apartment,Apartment,139900.0,2.0,70.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,3.8,0.781,0,2100,0,4.0
4100 Seraing,House,Residence,259000.0,3.0,139.0,1.0,1.0,1.0,0.0,1.0,0.0,109.0,2.0,0.0,1.0,0.717,0.453,1,4100,1,9.0
1030 Schaarbeek,Apartment,Duplex,250000.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.1,0.311,0,1030,1,4.0
7060 Soignies,House,Residence,315000.0,3.0,180.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,0.357,0.561,1,7060,1,6.0
6940 Durbuy,House,Bungalow,150000.0,2.0,49.0,0.0,0.0,0.0,0.0,1.0,0.0,413.0,2.707469745444429,0.0,2.0,4.6,0.201,1,6940,1,6.0
4180 Hamoir,House,Residence,249500.0,3.0,271.0,0.0,0.0,1.0,21.0,1.0,605.0,824.0,3.0,0.0,1.0,2.1,1.3,1,4180,1,3.0
1180 Ukkel,Apartment,Apartment,400000.0,3.0,135.0,1.0,0.0,1.0,38.0,0.0,0.0,0.0,2.0,0.0,2.0,2.1,0.69,0,1180,1,9.0
6590 Momignies,House,Residence,55000.0,5.0,160.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,2.472569206067988,0.845,1,6590,1,4.0
1000 Brussels,Apartment,Apartment,349000.0,1.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.785,0.289,0,1000,1,6.0
8680 Koekelare,Apartment,Apartment,211654.0,1.0,68.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,9.3,0.124,0,8680,0,10.0
1000 Brussels,Apartment,Apartment,630000.0,3.0,140.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.2,0.153,0,1000,1,6.0
6000 Charleroi,Apartment,Apartment,165000.0,2.0,110.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,1.2,0.266,0,6000,1,6.0
2340 Beerse,House,Residence,299000.0,4.0,226.0,0.0,0.0,1.0,0.0,1.0,0.0,630.0,3.0,0.0,2.0,6.2,0.368,1,2340,0,4.0
9120 Beveren,House,Residence,90000.0,1.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,194.0,2.0,0.0,1.0,2.3,0.632,1,9120,0,4.0
9400 Ninove,House,Residence,269000.0,3.0,156.0,1.0,0.0,1.0,0.0,1.0,0.0,436.0,3.0,0.0,2.0,4.7,0.201,1,9400,0,6.0
1490 Court-Saint-Étienne,House,Residence,313000.0,3.0,119.0,1.0,0.0,1.0,20.0,1.0,0.0,370.0,3.0,0.0,2.0,0.81,0.803,1,1490,1,4.0
2000 Antwerp,House,Master House,475000.0,2.0,142.0,0.0,0.0,1.0,12.0,0.0,0.0,49.0,2.0,0.0,1.0,1.5,0.512,1,2000,0,6.0
2440 Geel,House,Residence,399000.0,3.0,212.0,1.0,0.0,1.0,0.0,1.0,0.0,833.0,2.0,0.0,2.0,1.6,0.114,1,2440,0,9.0
3740 Beverst,House,Residence,549000.0,4.0,295.0,0.0,0.0,0.0,0.0,1.0,0.0,2110.0,2.707469745444429,0.0,2.0,3.4,0.007,1,3740,0,5.0
9000 Gent,Apartment,Apartment,419000.0,2.0,106.0,0.0,0.0,1.0,13.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,3.3,0.048,0,9000,0,10.0
1030 Schaarbeek,House,Residence,340000.0,4.0,150.0,0.0,0.0,1.0,35.0,1.0,35.0,160.0,2.0,0.0,2.0,1.1,0.432,1,1030,1,6.0
9600 Ronse,House,Residence,369834.0,3.0,155.0,1.0,0.0,1.0,0.0,1.0,0.0,617.0,3.0,0.0,2.0,1.8,0.695,1,9600,0,10.0
5540 Hastière,House,Residence,124000.0,2.0,51.0,0.0,1.0,1.0,18.0,1.0,42.0,0.0,2.707469745444429,0.0,1.0,9.1,0.798,1,5540,1,6.0
2000 Antwerp,Apartment,Apartment,315000.0,1.0,51.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,1.0,1.8,0.1,0,2000,0,5.0
1200 Sint-Lambrechts-Woluwe,House,Residence,1390000.0,6.0,400.0,1.0,0.0,1.0,90.0,1.0,156.0,430.0,2.0,0.0,3.0,1.3,0.13,1,1200,1,3.0
1310 La Hulpe,Apartment,Ground Floor,1890000.0,3.0,255.0,1.0,0.0,1.0,62.0,0.0,0.0,0.0,3.0,0.0,4.0,0.699,0.393,0,1310,1,10.0
9180 Moerbeke-Waas,House,Residence,350000.0,3.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,3.0,0.0,1.0,9.4,0.087,1,9180,0,6.0
2650 Edegem,Apartment,Apartment,225000.0,3.0,82.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.289,0,2650,0,6.0
1190 Vorst,Apartment,Ground Floor,449000.0,3.0,132.0,1.0,0.0,1.0,9.0,1.0,100.0,0.0,2.0,0.0,3.0,0.783,0.177,0,1190,1,8.0
2830 Willebroek,House,Residence,483570.0,3.0,160.0,0.0,0.0,0.0,0.0,1.0,0.0,504.0,2.707469745444429,0.0,2.0,2.6,0.397,1,2830,0,10.0
5020 Malonne,House,Residence,379000.0,4.0,280.0,1.0,0.0,1.0,42.0,1.0,0.0,1840.0,4.0,0.0,2.0,2.9,0.056,1,5020,1,5.0
5570 Beauraing,House,Residence,220000.0,3.0,145.0,0.0,0.0,0.0,0.0,1.0,206.0,372.0,3.0,0.0,2.0,5.3,0.476,1,5570,1,5.0
4690 Bassenge,House,Residence,329000.0,4.0,216.0,1.0,0.0,1.0,117.0,1.0,131.0,382.0,3.0,0.0,2.0,8.2,0.345,1,4690,1,6.0
1180 Ukkel,Apartment,Apartment,440000.0,3.0,120.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.8,0.279,0,1180,1,3.0
5660 Couvin,House,Residence,375000.0,4.0,180.0,0.0,0.0,0.0,0.0,1.0,544.0,997.0,4.0,0.0,2.0,2.472569206067988,0.288,1,5660,1,9.0
3580 Beringen,House,Residence,449000.0,6.0,420.0,0.0,0.0,1.0,0.0,1.0,0.0,2669.0,4.0,0.0,2.0,2.9,0.364,1,3580,0,8.0
9290 Berlare,House,Bungalow,315000.0,2.0,60.0,1.0,1.0,1.0,0.0,1.0,0.0,169.0,4.0,0.0,1.0,6.0,0.668,1,9290,0,9.0
2300 Turnhout,Apartment,Apartment,230000.0,2.0,95.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,1.0,1.5,0.695,0,2300,0,10.0
4800 Verviers,House,Residence,199000.0,2.0,96.0,1.0,0.0,1.0,0.0,0.0,0.0,125.0,4.0,0.0,2.0,1.0,0.011,1,4800,1,9.0
1050 Elsene,Apartment,Studio,395000.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.1,0.28,0,1050,1,6.0
2830 Willebroek,House,Residence,470000.0,4.0,71.0,0.0,0.0,1.0,0.0,1.0,0.0,130.0,2.0,0.0,2.0,1.3,0.233,1,2830,0,5.0
8670 Koksijde,Apartment,Apartment,415000.0,2.0,92.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,2.707469745444429,0.0,1.0,5.1,0.039,0,8670,0,10.0
2660 Hoboken,House,Residence,349000.0,3.0,135.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.6,0.261,1,2660,0,6.0
1050 Elsene,House,Residence,2650000.0,5.0,467.0,1.0,0.0,1.0,0.0,1.0,30.0,160.0,3.0,0.0,5.0,0.995,0.239,1,1050,1,9.0
4700 Eupen,Apartment,Apartment,505000.0,2.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,0.106,0.029,0,4700,1,5.0
1850 Grimbergen,House,Villa,675000.0,4.0,250.0,0.0,0.0,0.0,0.0,1.0,1140.0,1330.0,4.0,0.0,2.0,5.1,0.602,1,1850,0,4.0
8790 Waregem,Apartment,Penthouse,598000.0,3.0,260.0,1.0,0.0,1.0,17.0,0.0,0.0,0.0,3.0,0.0,3.0,0.651,0.294,0,8790,0,9.0
2660 Hoboken,Apartment,Apartment,149000.0,1.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.1,0.56,0,2660,0,4.0
8560 Wevelgem,Apartment,Apartment,239000.0,2.0,75.0,1.0,0.0,1.0,10.0,1.0,10.0,0.0,2.0,0.0,1.0,0.291,0.397,0,8560,0,10.0
1140 Evere,Apartment,Apartment,295000.0,3.0,115.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,2.0,0.0,2.0,0.437,0.058,0,1140,1,6.0
2550 Kontich,House,Residence,446000.0,3.0,165.0,0.0,0.0,1.0,7.0,1.0,0.0,176.0,3.0,0.0,2.0,0.867,0.65,1,2550,0,10.0
1332 Genval,Apartment,Apartment,315000.0,1.0,77.0,0.0,0.0,1.0,12.0,1.0,2000.0,0.0,2.707469745444429,0.0,1.0,0.656,0.002,0,1332,1,9.0
9520 Sint-Lievens-Houtem,House,Residence,500744.0,3.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,4.0,0.0,2.0,3.9,0.488,1,9520,0,10.0
1800 Vilvoorde,House,Residence,990000.0,8.0,605.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.245,0.159,1,1800,0,6.0
1000 Brussels,Apartment,Apartment,420000.0,2.0,126.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,2.0,0.512,0.188,0,1000,1,6.0
1082 Berchem-Sainte-Agathe,House,Residence,399000.0,3.0,195.0,0.0,1.0,1.0,0.0,0.0,0.0,100.0,2.0,0.0,1.0,1.8,0.084,1,1082,1,6.0
5560 Houyet,Apartment,Apartment,85000.0,1.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.3,1.9,0,5560,1,6.0
2000 Antwerp,House,Residence,980000.0,3.0,409.0,1.0,0.0,1.0,60.0,1.0,86.0,268.0,2.0,1.0,2.0,1.1,0.604,1,2000,0,3.0
