property_type,subtype,price_eur,num_rooms,living_area_m2,fully_equipped_kitchen,furnished,terrace,terrace_area_m2,garden,garden_area_m2,land_surface_m2,num_facades,swimming_pool,num_bathrooms,dist_train_km,dist_bus_km,postal_code,wallonie_bx,building_state
Apartment,Apartment,329500.0,2.0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.2,0.013,7000,1,9.0
Apartment,Loft,950000.0,3.0,297.0,1.0,0.0,1.0,123.0,1.0,80.0,0.0,2.0,1.0,2.0,1.9,0.115,1070,1,6.0
House,Villa,780000.0,4.0,185.0,1.0,0.0,1.0,70.0,1.0,900.0,901.0,4.0,0.0,2.0,0.245,0.389,1330,1,9.0
Apartment,Apartment,319000.0,3.0,119.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.8,0.239,2570,0,6.0
Apartment,Loft,450000.0,2.0,165.0,1.0,0.0,1.0,40.0,1.0,160.0,0.0,3.0,0.0,1.0,7.4,0.158,1470,1,9.0
Apartment,Apartment,635000.0,3.0,125.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,3.0,0.83,0.054,1210,1,8.0
House,Villa,499000.0,4.0,155.0,1.0,0.0,1.0,70.0,1.0,490.0,866.0,4.0,0.0,3.0,3.3,0.364,4050,1,9.0
Apartment,Apartment,195000.0,1.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.472569206067988,0.085,6830,1,9.0
Apartment,Apartment,215000.0,1.0,65.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.055,1030,1,5.0
House,Residence,460000.0,4.0,175.0,0.0,0.0,0.0,0.0,1.0,0.0,350.0,2.0,0.0,2.0,2.3,0.117,2550,0,9.0
Apartment,Apartment,298000.0,3.0,100.0,1.0,0.0,1.0,16.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,2.0,0.225,1070,1,6.0
House,Residence,259000.0,3.0,78.0,0.0,0.0,1.0,0.0,1.0,26.0,0.0,2.0,0.0,1.0,2.6,0.139,1933,0,4.0
Apartment,Apartment,189000.0,2.0,67.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,0.276,0.338,8370,0,3.0
Apartment,Ground Floor,293500.0,2.0,87.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,0.297,0.162,4101,1,10.0
House,Villa,670000.0,5.0,242.0,0.0,0.0,1.0,50.0,1.0,450.0,659.0,4.0,0.0,3.0,1.6,0.267,1410,1,6.0
House,Residence,390000.0,3.0,125.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,2.0,0.0,2.0,1.0,0.296,1060,1,6.0
House,Residence,1850000.0,5.0,650.0,1.0,0.0,1.0,0.0,1.0,10000.0,13263.0,4.0,1.0,5.0,1.2,0.119,1560,0,6.0
House,Residence,219000.0,2.0,130.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.6,0.182,6030,1,6.0
House,Residence,549000.0,3.0,274.0,0.0,0.0,1.0,112.0,1.0,3724.0,3930.0,4.0,0.0,2.0,8.7,0.191,1350,1,6.0
Apartment,Apartment,650000.0,4.0,190.0,1.0,0.0,1.0,25.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,2.6,0.059,1200,1,6.0
Apartment,Apartment,128000.0,1.0,63.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,2.2,0.363,8400,0,6.0
House,Residence,509600.0,3.0,144.0,0.0,0.0,1.0,18.0,1.0,100.0,203.0,3.0,0.0,2.0,5.7,0.156,3090,0,10.0
House,Residence,349000.0,5.0,162.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.9,0.115,1070,1,3.0
Apartment,Ground Floor,335000.0,1.0,81.0,0.0,0.0,0.0,0.0,1.0,241.0,0.0,2.0,0.0,1.0,2.5,0.143,2170,0,10.0
Apartment,Apartment,259000.0,3.0,150.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.748,0.288,3970,0,5.0
House,Residence,350000.0,3.0,111.0,0.0,0.0,1.0,15.0,1.0,59.0,158.0,2.0,0.0,1.0,2.6,0.029,2500,0,6.0
House,Mixed Building,320000.0,2.0,121.0,0.0,0.0,1.0,0.0,1.0,0.0,326.0,3.0,0.0,2.0,0.446,0.037,4920,1,6.0
Apartment,Apartment,280000.0,3.0,150.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.8,0.318,1080,1,5.0
House,Residence,646293.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1059.0,4.0,0.0,2.0,9.6,0.028,2470,0,10.0
House,Mixed Building,295000.0,3.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.137,6001,1,6.0
Apartment,Apartment,179000.0,2.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.1,0.182,2100,0,6.0
Apartment,Apartment,273651.0,1.0,80.0,0.0,0.0,1.0,16.0,1.0,103.0,0.0,3.0,0.0,1.0,2.9,0.161,3520,0,5.0
Apartment,Studio,212500.0,1.0,63.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,0.846,0.333,9100,0,9.0
Apartment,Apartment,219000.0,2.0,203.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,9.6,0.608,8620,0,6.0
Apartment,Apartment,189000.0,2.0,70.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,2.0,0.0,1.0,1.6,0.302,1300,1,4.0
House,Residence,239000.0,2.0,190.0,1.0,0.0,1.0,0.0,0.0,0.0,150.0,3.0,0.0,1.0,5.8,0.169,4602,1,3.0
Apartment,Duplex,825968.0,3.0,194.0,1.0,0.0,1.0,61.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,0.307,0.16,1180,1,9.0
Apartment,Apartment,183965.0,1.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.94,0.094,5590,1,10.0
Apartment,Apartment,179000.0,1.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.8,0.559,6700,1,6.0
Apartment,Apartment,485000.0,2.0,109.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.945,0.266,8900,0,10.0
Apartment,Apartment,459000.0,2.0,107.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,4.4,0.63,8420,0,10.0
Apartment,Apartment,238000.0,2.0,88.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,2.7,0.088,2100,0,6.0
House,Residence,405000.0,4.0,210.0,0.0,0.0,1.0,0.0,1.0,0.0,393.0,3.0,0.0,2.0,0.503,0.649,8600,0,9.0
Apartment,Apartment,295000.0,2.0,83.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.7,0.183,9450,0,6.0
Apartment,Apartment,239000.0,1.0,73.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,2.472569206067988,0.083,3680,0,5.0
House,Residence,445000.0,4.0,193.0,0.0,0.0,1.0,0.0,1.0,0.0,280.0,3.0,0.0,2.0,2.5,0.356,9940,0,10.0
House,Residence,269000.0,5.0,152.0,0.0,0.0,1.0,0.0,1.0,0.0,127.0,2.707469745444429,0.0,2.0,0.287,0.354,4430,1,6.0
House,Residence,414872.0,3.0,143.0,0.0,0.0,0.0,0.0,1.0,0.0,452.0,3.0,0.0,2.0,1.8,0.14,9230,0,5.0
House,Residence,899000.0,5.0,395.0,0.0,0.0,1.0,0.0,1.0,0.0,7324.0,4.0,1.0,2.0,10.6,0.044,4550,1,9.0
Apartment,Apartment,303341.0,2.0,100.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.707469745444429,0.0,1.0,2.9,0.765,3920,0,10.0
House,Residence,349000.0,3.0,183.0,1.0,0.0,1.0,0.0,1.0,615.0,1263.0,4.0,0.0,1.0,1.4,0.979,9500,0,6.0
Apartment,Penthouse,619000.0,2.0,118.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,5.0,0.017,2820,0,9.0
Apartment,Apartment,325000.0,2.0,72.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,2.8,0.216,9000,0,8.0
Apartment,Apartment,375000.0,3.0,107.0,1.0,0.0,1.0,20.0,0.0,0.0,0.0,4.0,0.0,2.0,0.648,0.285,9800,0,10.0
House,Residence,800000.0,4.0,330.0,1.0,0.0,1.0,160.0,1.0,2300.0,2720.0,4.0,0.0,3.0,0.533,0.124,7850,1,9.0
House,Residence,620000.0,4.0,252.0,0.0,0.0,1.0,0.0,1.0,0.0,2675.0,4.0,0.0,1.0,5.9,0.16,2580,0,4.0
House,Residence,525000.0,3.0,129.0,0.0,0.0,0.0,0.0,1.0,0.0,502.0,2.0,0.0,2.0,1.1,1.0,8300,0,5.0
House,Residence,361773.0,4.0,206.0,0.0,0.0,0.0,0.0,1.0,0.0,595.0,3.0,0.0,2.0,1.7,0.06,6031,1,10.0
House,Residence,199500.0,3.0,163.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,2.1,0.06,9700,0,4.0
House,Residence,129000.0,3.0,93.0,1.0,0.0,1.0,0.0,1.0,45.0,203.0,2.0,0.0,1.0,4.5,0.016,8930,0,3.0
Apartment,Apartment,225000.0,1.0,59.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.811,0.231,2060,0,9.0
House,Villa,1495000.0,8.0,465.0,0.0,0.0,1.0,0.0,1.0,700.0,2076.0,4.0,1.0,4.0,3.6,0.304,1950,0,4.0
Apartment,Apartment,265000.0,2.0,96.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,2.0,0.0,2.0,1.4,0.102,1080,1,4.0
House,Residence,195000.0,3.0,117.0,1.0,0.0,1.0,30.0,1.0,307.0,434.0,4.0,0.0,2.0,2.7,0.293,6060,1,4.0
House,Residence,510000.0,4.0,180.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.202,1800,0,10.0
House,Residence,215000.0,4.0,136.0,0.0,0.0,1.0,12.0,0.0,0.0,128.0,2.0,0.0,2.0,10.8,1.4,1360,1,4.0
Apartment,Apartment,185000.0,1.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,0.199,0.003,5000,1,5.0
Apartment,Apartment,395000.0,1.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,2.3,0.423,1180,1,8.0
House,Residence,410000.0,5.0,220.0,1.0,0.0,1.0,0.0,0.0,0.0,115.0,2.0,0.0,2.0,3.8,0.076,2550,0,6.0
Apartment,Apartment,230000.0,1.0,70.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,1.3,0.241,7060,1,9.0
House,Residence,319000.0,3.0,156.0,1.0,0.0,0.0,0.0,1.0,0.0,840.0,4.0,0.0,1.0,3.4,0.689,3582,0,8.0
House,Residence,135000.0,3.0,178.0,0.0,0.0,1.0,0.0,1.0,0.0,310.0,2.0,0.0,1.0,1.4,0.292,7110,1,6.0
Apartment,Apartment,420000.0,2.0,84.0,1.0,0.0,1.0,20.0,0.0,0.0,0.0,2.0,0.0,2.0,3.5,0.136,1040,1,9.0
House,Mixed Building,895000.0,3.0,483.0,1.0,0.0,1.0,80.0,1.0,75.0,529.0,4.0,0.0,4.0,2.8,0.144,8210,0,6.0
Apartment,Apartment,420000.0,2.0,85.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,2.0,0.0,2.0,3.1,0.187,1200,1,9.0
House,Residence,349000.0,5.0,154.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,2.0,0.0,3.0,1.0,0.293,1080,1,3.0
House,Residence,395000.0,6.0,264.0,1.0,0.0,1.0,20.0,1.0,100.0,355.0,2.0,0.0,3.0,1.4,0.036,4020,1,6.0
Apartment,Apartment,235000.0,2.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.707469745444429,0.0,1.0,2.472569206067988,1.1,5640,1,6.0
Apartment,Apartment,209000.0,2.0,79.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,3.3,0.231,6220,1,10.0
Apartment,Apartment,249000.0,1.0,71.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,5.5,0.071,1700,0,9.0
House,Residence,475000.0,3.0,220.0,1.0,0.0,0.0,0.0,1.0,0.0,1260.0,3.0,0.0,2.0,1.5,0.46,1980,0,6.0
Apartment,Penthouse,416431.0,3.0,119.0,0.0,0.0,1.0,82.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,0.149,4000,1,5.0
House,Residence,199900.0,3.0,121.0,0.0,0.0,0.0,0.0,1.0,0.0,145.0,2.707469745444429,0.0,2.0,2.9,0.494,7700,1,5.0
Apartment,Penthouse,268000.0,2.0,80.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.5,1.5,2640,0,6.0
House,Residence,389000.0,3.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,2.0,0.0,2.0,1.0,0.775,1640,0,4.0
House,Residence,329000.0,3.0,128.0,0.0,0.0,0.0,0.0,1.0,0.0,348.0,3.0,0.0,2.0,5.7,0.173,8760,0,5.0
Apartment,Apartment,220000.0,2.0,75.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.3,0.215,1080,1,6.0
House,Residence,390000.0,3.0,209.0,0.0,0.0,0.0,0.0,1.0,0.0,520.0,2.707469745444429,0.0,2.0,4.5,0.036,7520,1,5.0
House,Residence,165000.0,3.0,134.0,0.0,0.0,1.0,15.0,0.0,0.0,72.0,2.0,0.0,2.0,1.1,0.135,4020,1,5.0
House,Residence,269000.0,5.0,191.0,0.0,0.0,1.0,0.0,1.0,0.0,1454.0,4.0,0.0,2.0,2.472569206067988,0.469,2440,0,4.0
Apartment,Apartment,395000.0,2.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.6,0.171,1050,1,9.0
Apartment,Apartment,179500.0,2.0,94.0,0.0,0.0,1.0,0.0,1.0,25.0,0.0,2.0,0.0,2.0,1.3,0.112,1082,1,6.0
House,Residence,375000.0,4.0,174.0,0.0,0.0,1.0,0.0,1.0,85.0,180.0,2.0,0.0,2.0,0.713,0.315,1601,0,9.0
Apartment,Ground Floor,229000.0,2.0,63.0,1.0,0.0,1.0,8.0,1.0,0.0,0.0,2.0,0.0,1.0,1.1,0.087,1080,1,3.0
House,Residence,189000.0,4.0,165.0,0.0,0.0,0.0,0.0,1.0,80.0,251.0,2.0,0.0,1.0,0.261,0.097,8560,0,4.0
Apartment,Apartment,399000.0,2.0,94.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,6.0,0.966,8670,0,6.0
Apartment,Apartment,297500.0,2.0,60.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,10.5,1.1,8620,0,8.0
Apartment,Apartment,299500.0,1.0,80.0,1.0,0.0,1.0,30.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,2.8,0.182,8310,0,10.0
House,Residence,350000.0,2.0,180.0,0.0,0.0,1.0,0.0,1.0,0.0,385.0,3.0,0.0,3.0,2.3,1.9,2580,0,5.0
Apartment,Apartment,69500.0,2.0,70.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,0.878,0.05,6000,1,6.0
House,Residence,418000.0,5.0,340.0,0.0,0.0,1.0,0.0,1.0,0.0,1985.0,2.707469745444429,0.0,2.0,9.0,0.604,5542,1,5.0
Apartment,Apartment,254450.0,2.0,102.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,4.0,0.0,2.0,1.2,0.174,5300,1,10.0
House,Villa,1165000.0,4.0,300.0,0.0,0.0,1.0,50.0,1.0,650.0,0.0,2.707469745444429,1.0,2.0,1.6,0.239,9420,0,10.0
Apartment,Apartment,255000.0,2.0,101.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.335,0.175,1030,1,3.0
Apartment,Apartment,420000.0,2.0,95.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,2.0,1.4,0.048,1030,1,5.0
House,Residence,585000.0,4.0,152.0,1.0,0.0,1.0,18.0,1.0,154.0,216.0,2.0,0.0,3.0,0.889,0.339,1180,1,6.0
House,Residence,655000.0,4.0,213.0,1.0,0.0,1.0,18.0,1.0,106.0,0.0,2.0,0.0,2.0,1.9,0.115,1070,1,10.0
House,Residence,145000.0,2.0,99.0,0.0,0.0,1.0,10.0,1.0,71.0,0.0,2.0,0.0,1.0,3.0,0.073,4020,1,6.0
Apartment,Apartment,750000.0,3.0,230.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,3.0,0.0,2.0,0.847,0.137,1180,1,5.0
House,Mixed Building,359000.0,3.0,152.0,1.0,0.0,1.0,0.0,1.0,25.0,0.0,2.0,0.0,2.0,1.5,0.152,1070,1,6.0
House,Residence,80000.0,1.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,0.0,1.0,1.4,0.097,6180,1,5.0
Apartment,Apartment,184730.0,1.0,49.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,3.0,0.0,1.0,4.4,0.111,2160,0,10.0
House,Mixed Building,249000.0,4.0,312.0,0.0,0.0,1.0,21.0,1.0,303.0,540.0,2.0,0.0,1.0,0.489,0.155,7090,1,4.0
Apartment,Apartment,325000.0,2.0,101.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,0.647,0.095,1020,1,10.0
Apartment,Duplex,595000.0,4.0,145.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.6,0.279,1200,1,6.0
Apartment,Apartment,345000.0,2.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.9,0.119,1180,1,4.0
House,Residence,259000.0,3.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,230.0,2.0,0.0,2.0,0.699,0.152,9620,0,9.0
House,Residence,329000.0,2.0,142.0,0.0,0.0,1.0,0.0,1.0,0.0,746.0,4.0,0.0,1.0,6.2,1.0,3920,0,6.0
Apartment,Penthouse,749000.0,3.0,139.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,2.0,0.0,2.0,1.8,0.34,9000,0,10.0
House,Residence,425000.0,3.0,152.0,1.0,0.0,1.0,0.0,1.0,0.0,224.0,2.0,0.0,2.0,4.4,0.37,8450,0,9.0
House,Mixed Building,425000.0,5.0,227.0,1.0,0.0,0.0,0.0,0.0,0.0,74.0,2.0,0.0,5.0,0.797,0.087,1300,1,6.0
Apartment,Apartment,175000.0,2.0,73.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.107,1400,1,6.0
House,Residence,90000.0,2.0,113.0,0.0,0.0,1.0,0.0,1.0,0.0,170.0,2.0,0.0,1.0,2.5,0.065,7370,1,4.0
House,Residence,385000.0,3.0,114.0,1.0,0.0,0.0,0.0,1.0,243.0,243.0,3.0,0.0,2.0,0.681,0.09,1330,1,5.0
Apartment,Apartment,295000.0,2.0,87.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,2.0,0.9,0.113,1190,1,5.0
House,Residence,399000.0,3.0,140.0,0.0,0.0,1.0,28.0,1.0,63.0,256.0,3.0,0.0,2.0,2.0,2.5,1500,0,9.0
Apartment,Apartment,395000.0,2.0,104.0,0.0,0.0,1.0,50.0,1.0,50.0,0.0,3.0,0.0,2.0,9.2,0.181,4650,1,5.0
House,Residence,389000.0,2.0,142.0,0.0,0.0,1.0,50.0,0.0,0.0,463.0,3.0,0.0,2.0,0.219,0.218,2560,0,6.0
House,Residence,410000.0,2.0,248.0,0.0,0.0,1.0,50.0,0.0,0.0,348.0,2.707469745444429,0.0,2.0,0.969,0.108,7700,1,6.0
House,Residence,125000.0,3.0,256.0,0.0,0.0,0.0,0.0,1.0,0.0,450.0,2.0,0.0,1.0,2.3,0.036,7608,1,5.0
Apartment,Apartment,220000.0,2.0,85.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,3.0,1.8,0.135,5100,1,6.0
House,Residence,450000.0,4.0,196.0,1.0,0.0,1.0,30.0,1.0,1531.0,1531.0,4.0,0.0,2.0,1.3,1.2,1495,1,3.0
Apartment,Apartment,105000.0,1.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.3,0.009,7500,1,6.0
Apartment,Triplex,255000.0,4.0,142.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.6,0.308,1080,1,3.0
House,Residence,475000.0,3.0,176.0,0.0,0.0,1.0,13.0,1.0,270.0,424.0,2.707469745444429,0.0,2.0,1.0,0.649,1745,0,6.0
House,Mixed Building,649000.0,7.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,0.592,0.095,1070,1,4.0
Apartment,Apartment,190000.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.3,0.367,8000,0,5.0
Apartment,Apartment,315000.0,2.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.4,0.39,8310,0,6.0
House,Residence,356040.0,3.0,158.0,0.0,0.0,0.0,0.0,1.0,0.0,2346.0,4.0,0.0,2.0,2.472569206067988,0.211,6440,1,10.0
Apartment,Apartment,220000.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.743,0.382,7800,1,6.0
Apartment,Apartment,399000.0,2.0,103.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.3,0.428,1000,1,6.0
House,Residence,375000.0,3.0,270.0,0.0,1.0,1.0,0.0,1.0,60.0,154.0,3.0,0.0,2.0,2.4,0.285,4040,1,9.0
House,Residence,159000.0,2.0,96.0,0.0,0.0,1.0,20.0,1.0,100.0,182.0,2.0,0.0,1.0,0.969,0.108,7700,1,4.0
House,Residence,329900.0,3.0,157.0,1.0,0.0,1.0,0.0,1.0,125.0,246.0,3.0,0.0,1.0,4.8,0.226,4683,1,10.0
Apartment,Apartment,195000.0,2.0,69.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,0.421,0.126,8370,0,3.0
Apartment,Duplex,499000.0,3.0,147.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,2.0,0.0,2.0,0.59,0.222,1000,1,3.0
House,Residence,346590.0,3.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,2.0,0.0,2.0,3.5,0.429,1600,0,10.0
Apartment,Apartment,401500.0,2.0,97.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,3.0,0.0,1.0,0.888,0.101,9700,0,10.0
House,Residence,695000.0,3.0,175.0,0.0,0.0,1.0,27.0,1.0,0.0,270.0,3.0,0.0,4.0,2.5,0.37,1150,1,6.0
House,Residence,925000.0,4.0,461.0,1.0,0.0,1.0,0.0,1.0,0.0,760.0,4.0,0.0,2.0,4.3,0.467,1933,0,5.0
Apartment,Apartment,148000.0,2.0,64.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.4,0.266,1400,1,3.0
Apartment,Apartment,195000.0,2.0,91.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.7,0.533,4000,1,9.0
House,Residence,225000.0,2.0,101.0,0.0,0.0,1.0,0.0,1.0,45.0,123.0,2.0,0.0,1.0,1.3,1.8,2845,0,4.0
Apartment,Apartment,366885.0,2.0,88.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,2.0,0.0,1.0,1.8,0.06,3800,0,10.0
Apartment,Penthouse,465000.0,3.0,146.0,1.0,0.0,1.0,35.0,1.0,0.0,0.0,3.0,0.0,1.0,0.465,0.056,9032,0,10.0
House,Residence,295000.0,4.0,173.0,0.0,0.0,1.0,27.0,1.0,0.0,242.0,2.0,0.0,2.0,2.2,0.142,3700,0,5.0
Apartment,Apartment,205000.0,2.0,60.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,3.8,0.237,5580,1,9.0
Apartment,Apartment,499900.0,3.0,136.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,0.124,0.125,8370,0,9.0
House,Residence,300000.0,3.0,494.0,0.0,0.0,1.0,60.0,1.0,136.0,392.0,2.0,0.0,2.0,1.2,0.266,6000,1,5.0
Apartment,Apartment,229000.0,1.0,57.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.7,0.125,1785,0,6.0
Apartment,Apartment,390000.0,2.0,101.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.677,1140,1,10.0
Apartment,Apartment,495000.0,3.0,164.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.4,0.071,1180,1,3.0
Apartment,Apartment,280035.0,2.0,98.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,2.472569206067988,0.171,3650,0,5.0
House,Residence,695000.0,3.0,220.0,0.0,0.0,0.0,0.0,1.0,0.0,400.0,2.707469745444429,0.0,2.0,3.8,0.578,8670,0,5.0
Apartment,Apartment,1795000.0,4.0,383.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,2.0,0.0,1.0,0.995,0.239,1050,1,9.0
Apartment,Ground Floor,260000.0,1.0,68.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,2.707469745444429,0.0,1.0,2.1,0.21,2020,0,6.0
House,Residence,289000.0,3.0,140.0,1.0,0.0,1.0,0.0,1.0,0.0,805.0,3.0,0.0,2.0,5.6,0.374,3140,0,4.0
House,Residence,210000.0,5.0,264.0,0.0,0.0,0.0,0.0,1.0,350.0,350.0,2.707469745444429,0.0,2.0,5.6,0.226,6880,1,6.0
Apartment,Apartment,219000.0,2.0,83.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,1.9,0.013,9000,0,6.0
House,Residence,360000.0,3.0,193.0,0.0,0.0,0.0,0.0,1.0,99.0,230.0,2.707469745444429,0.0,2.0,0.784,0.168,1490,1,5.0
House,Residence,385000.0,3.0,187.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,2.6,0.133,3580,0,10.0
Apartment,Apartment,144900.0,3.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.2,0.266,6000,1,6.0
House,Residence,650000.0,4.0,225.0,0.0,0.0,1.0,50.0,1.0,400.0,742.0,3.0,0.0,2.0,2.4,0.424,1560,0,8.0
House,Residence,229000.0,2.0,204.0,0.0,0.0,0.0,0.0,1.0,0.0,230.0,2.707469745444429,0.0,2.0,1.1,0.368,4430,1,3.0
