locality,property_type,subtype,price_eur,type_of_sale,num_rooms,living_area_m2,fully_equipped_kitchen,furnished,terrace,terrace_area_m2,garden,garden_area_m2,land_surface_m2,num_facades,swimming_pool,state_of_building,num_bathrooms,dist_train_km,dist_bus_km
2180 Ekeren,House,Residence,350000,for sale,4.0,173.0,None,0.0,1.0,None,1.0,None,345.0,3.0,None,To be renovated,2.0,0.374,0.281
1180 Ukkel,Apartment,Apartment,617500,for sale,3.0,123.0,None,None,1.0,35.0,1.0,None,None,3.0,None,New,4.0,0.814,0.306
1060 Sint-Gillis,House,Residence,775000,for sale,6.0,210.0,None,1.0,1.0,15.0,1.0,30.0,None,None,None,None,None,0.944,0.369
2275 Lille,House,Residence,775000,for sale,4.0,314.0,None,0.0,1.0,None,1.0,None,1565.0,4.0,None,Excellent,2.0,5.5,0.568
5530 Godinne,House,Residence,437411,for sale,3.0,190.0,None,None,None,None,1.0,None,1414.0,4.0,None,New,2.0,0.675,0.553
3071 Erps-Kwerps,House,Residence,592500,for sale,4.0,190.0,None,0.0,1.0,21.0,0.0,None,264.0,3.0,None,New,3.0,1.5,0.101
4420 Saint-Nicolas,House,Residence,239000,for sale,3.0,125.0,1.0,0.0,1.0,None,1.0,135.0,214.0,3.0,None,Excellent,2.0,1.5,0.016
1020 Laken,House,Residence,785000,for sale,3.0,308.0,1.0,None,1.0,7.0,1.0,None,None,3.0,0.0,New,3.0,3.5,0.228
1390 Archennes,House,Residence,399000,for sale,2.0,104.0,None,0.0,1.0,10.0,1.0,700.0,800.0,4.0,None,Normal,1.0,0.576,0.209
4040 Herstal,Apartment,Apartment,210000,for sale,2.0,105.0,None,0.0,0.0,None,0.0,None,None,None,None,Excellent,1.0,1.4,0.12
4500 Huy,Apartment,Apartment,380000,for sale,5.0,180.0,None,None,1.0,None,0.0,None,None,None,None,Normal,None,0.937,0.155
9400 Ninove,House,Residence,375000,for sale,2.0,None,1.0,0.0,1.0,None,1.0,None,2359.0,3.0,0.0,Normal,1.0,3.2,0.005
8400 Oostende,Apartment,Apartment,265000,for sale,2.0,93.0,None,None,1.0,1.0,0.0,None,None,3.0,None,To be renovated,1.0,0.688,0.244
6040 Jumet,House,Residence,127000,for sale,4.0,131.0,1.0,0.0,1.0,38.0,1.0,302.0,390.0,2.0,0.0,To renovate,1.0,2.8,0.039
4102 Ougrée,Apartment,Studio,59000,for sale,1.0,26.0,None,None,0.0,None,0.0,None,None,None,None,To renovate,None,0.804,0.622
1933 Sterrebeek,Apartment,Apartment,1195000,for sale,3.0,176.0,None,None,1.0,26.0,1.0,157.0,None,2.0,None,New,4.0,5.0,1.3
5600 Neuville,House,Residence,399000,for sale,3.0,178.0,1.0,0.0,0.0,None,1.0,1199.0,1294.0,4.0,0.0,Normal,1.0,6.4,0.073
1790 Affligem,House,Villa,None,for sale,3.0,480.0,1.0,0.0,0.0,None,0.0,None,1649.0,4.0,1.0,Normal,None,3.6,0.414
9340 Lede,House,Residence,999500,for sale,6.0,591.0,None,None,1.0,None,1.0,None,6081.0,4.0,None,Normal,None,5.5,0.593
2340 Beerse,House,Residence,489000,for sale,4.0,212.0,None,0.0,1.0,None,1.0,None,364.0,3.0,None,New,2.0,8.2,0.013
4400 Flémalle,Apartment,Apartment,None,for sale,2.0,87.0,1.0,None,1.0,21.0,1.0,111.0,None,4.0,0.0,New,1.0,2.1,0.767
1120 Neder-Over-Heembeek,House,Mixed Building,570000,for sale,3.0,200.0,None,0.0,1.0,2.0,1.0,30.0,147.0,3.0,0.0,Normal,3.0,3.3,0.098
8670 Koksijde,Apartment,Apartment,295000,for sale,None,93.0,None,None,1.0,None,0.0,None,None,None,None,None,None,5.3,0.453
7180 Seneffe,House,Mixed Building,289000,for sale,1.0,110.0,None,0.0,1.0,None,None,None,None,2.0,1.0,Fully renovated,1.0,4.7,0.607
7700 Mouscron,House,Residence,495000,for sale,4.0,325.0,None,0.0,1.0,None,1.0,100.0,600.0,3.0,None,New,2.0,0.969,0.108
2160 Wommelgem,Apartment,Apartment,395000,for sale,2.0,110.0,None,0.0,1.0,None,0.0,None,None,2.0,None,Excellent,2.0,5.9,0.103
1400 Nivelles,House,Residence,419000,for sale,3.0,None,None,None,None,None,1.0,None,215.0,3.0,None,New,None,0.784,0.05
2830 Willebroek,House,Residence,299000,for sale,3.0,261.0,None,0.0,0.0,None,0.0,None,235.0,2.0,None,To be renovated,2.0,0.89,0.096
3945 Ham,House,Residence,269000,for sale,3.0,151.0,None,None,1.0,None,1.0,None,660.0,2.0,None,None,2.0,4.7,0.71
1200 Sint-Lambrechts-Woluwe,Apartment,Apartment,532000,for sale,2.0,113.0,None,None,1.0,16.0,1.0,18.0,None,2.0,None,New,2.0,4.2,0.207
2480 Dessel,House,Residence,289000,for sale,4.0,222.0,None,0.0,1.0,None,1.0,None,725.0,4.0,None,None,2.0,6.8,0.413
2610 Wilrijk,House,Residence,449000,for sale,3.0,189.0,None,0.0,1.0,None,1.0,None,194.0,2.0,None,Normal,None,3.0,0.376
9600 Ronse,House,Residence,385000,for sale,5.0,400.0,1.0,0.0,1.0,None,1.0,64.0,320.0,2.0,0.0,Normal,3.0,1.1,0.157
1500 Halle,Apartment,Apartment,300000,for sale,2.0,95.0,None,None,1.0,18.0,0.0,None,None,None,None,None,1.0,1.2,0.018
5300 Andenne,House,Residence,295000,for sale,3.0,125.0,None,0.0,1.0,16.0,1.0,None,1600.0,4.0,None,To be renovated,1.0,1.9,0.589
7700 Mouscron,House,Residence,309000,for sale,4.0,143.0,1.0,0.0,1.0,50.0,1.0,90.0,315.0,2.0,0.0,Normal,3.0,0.969,0.108
4802 Heusy,House,Residence,269000,for sale,4.0,142.0,None,0.0,1.0,35.0,1.0,408.0,499.0,4.0,0.0,Normal,1.0,2.2,0.004
8400 Oostende,Apartment,Apartment,275000,for sale,2.0,96.0,None,None,0.0,None,0.0,None,None,None,None,Fully renovated,1.0,1.9,0.226
1050 Elsene,Apartment,Apartment,285000,for sale,1.0,80.0,None,None,0.0,None,None,None,None,None,None,None,1.0,0.581,0.113
8500 Kortrijk,House,Residence,445000,for sale,3.0,140.0,1.0,None,1.0,None,1.0,None,222.0,3.0,0.0,New,2.0,1.4,0.2
4357 Donceel,House,Villa,None,for sale,2.0,183.0,None,0.0,0.0,None,1.0,None,710.0,None,None,To be renovated,None,3.0,0.295
7542 Mont-Saint-Aubert,House,Residence,379000,for sale,3.0,154.0,None,0.0,1.0,None,1.0,None,569.0,3.0,None,Normal,1.0,7.3,1.7
1150 Sint-Pieters-Woluwe,Apartment,Apartment,695000,for sale,3.0,185.0,None,None,1.0,33.0,0.0,None,None,2.0,None,To be renovated,None,2.5,0.37
1000 Brussels,House,Mixed Building,2500000,for sale,None,None,None,None,0.0,None,0.0,None,None,2.0,0.0,To be renovated,None,0.625,0.18
5190 Jemeppe-Sur-Sambre,House,Residence,610000,for sale,6.0,354.0,None,0.0,1.0,None,1.0,None,745.0,2.0,None,Normal,4.0,3.1,0.081
6880 Bertrix,House,Residence,215000,for sale,3.0,162.0,None,None,0.0,None,1.0,592.0,474.0,None,None,To be renovated,None,0.995,0.199
None,House,Residence,None,for sale,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3550 Heusden-Zolder,House,Residence,179000,for sale,3.0,360.0,None,0.0,1.0,None,0.0,None,None,3.0,None,To restore,None,1.8,0.379
6030 Marchienne-au-Pont,House,Residence,107000,for sale,4.0,140.0,1.0,None,1.0,None,1.0,16.0,76.0,2.0,0.0,Normal,1.0,1.8,0.113
1080 Sint-Jans-Molenbeek,Apartment,Apartment,259000,for sale,2.0,95.0,None,None,1.0,9.0,0.0,None,None,2.0,None,None,None,1.5,0.179
1180 Ukkel,Apartment,Apartment,275000,for sale,2.0,85.0,None,0.0,1.0,15.0,0.0,None,None,None,None,To be renovated,1.0,0.847,0.137
7370 Dour,House,Residence,55000,for sale,2.0,80.0,None,0.0,1.0,15.0,1.0,None,110.0,3.0,None,To be renovated,1.0,3.7,0.051
1200 Sint-Lambrechts-Woluwe,Apartment,Apartment,725000,for sale,2.0,119.0,None,None,1.0,12.0,0.0,None,None,2.0,None,New,4.0,3.0,0.271
8400 Oostende,House,Residence,249000,for sale,None,None,None,None,0.0,None,0.0,None,None,None,None,To be renovated,None,1.4,0.079
4845 Jalhay,House,Residence,375000,for sale,4.0,240.0,None,0.0,0.0,None,1.0,1597.0,2034.0,3.0,1.0,None,1.0,5.4,0.075
4000 Liege,Apartment,Apartment,190000,for sale,4.0,99.0,1.0,0.0,1.0,None,0.0,None,None,None,0.0,Fully renovated,2.0,0.749,0.013
4602 Cheratte,House,Residence,249000,for sale,2.0,154.0,None,None,0.0,None,1.0,None,218.0,3.0,None,None,None,6.2,0.605
1702 Groot-Bijgaarden,Apartment,Apartment,1100000,for sale,11.0,429.0,None,0.0,1.0,20.0,None,None,None,3.0,None,Normal,None,0.805,0.049
3890 Gingelom,House,Residence,210000,for sale,2.0,143.0,None,None,0.0,None,0.0,None,70.0,3.0,None,None,2.0,4.8,0.032
1070 Anderlecht,Apartment,Ground Floor,279000,for sale,2.0,100.0,None,0.0,1.0,25.0,1.0,None,None,2.0,0.0,Excellent,1.0,1.9,0.115
9700 Oudenaarde,House,Mixed Building,1195000,for sale,1.0,635.0,1.0,None,0.0,None,None,None,3762.0,4.0,0.0,Excellent,2.0,6.0,0.004
9200 Dendermonde,Apartment,Apartment,1900000,for sale,0.0,2450.0,None,None,0.0,None,0.0,None,None,None,None,Normal,None,0.845,0.431
9688 Schorisse,House,Mixed Building,650000,for sale,1.0,200.0,1.0,1.0,1.0,None,1.0,None,1222.0,3.0,0.0,Excellent,5.0,8.6,0.045
3920 Lommel,House,Residence,369000,for sale,6.0,315.0,None,None,1.0,None,1.0,None,297.0,3.0,None,None,None,5.6,0.389
8670 Sint-Idesbald,Apartment,Apartment,395000,for sale,2.0,104.0,None,None,1.0,None,1.0,None,None,None,None,Excellent,2.0,4.3,0.069
3520 Zonhoven,House,Residence,456081,for sale,3.0,198.0,None,0.0,0.0,None,0.0,None,None,3.0,None,New,None,1.8,0.452
1190 Vorst,Apartment,Apartment,490000,for sale,2.0,120.0,1.0,0.0,1.0,12.0,0.0,None,None,2.0,0.0,Normal,2.0,0.9,0.113
7730 Estaimbourg,House,Residence,330000,for sale,3.0,145.0,1.0,0.0,0.0,None,1.0,None,308.0,3.0,None,New,1.0,6.4,0.042
7060 Soignies,House,Residence,349000,for sale,3.0,150.0,None,None,0.0,None,1.0,1650.0,2367.0,None,None,Normal,None,0.737,0.723
8480 Ichtegem,House,Residence,349500,for sale,4.0,187.0,None,None,1.0,None,1.0,None,257.0,2.0,0.0,New,None,8.4,0.032
1180 Ukkel,Apartment,Apartment,275000,for sale,2.0,75.0,None,0.0,1.0,2.0,0.0,None,None,2.0,None,To renovate,None,0.605,0.321
1040 Etterbeek,Apartment,Apartment,479500,for sale,2.0,87.0,None,None,1.0,None,0.0,None,None,2.0,None,New,3.0,0.705,0.286
8660 De Panne,Apartment,Apartment,339000,for sale,2.0,88.0,None,1.0,1.0,None,0.0,None,None,None,None,Fully renovated,None,3.0,0.122
9900 Eeklo,House,Residence,330000,for sale,3.0,128.0,None,None,0.0,None,1.0,None,163.0,2.0,None,New,3.0,1.6,0.202
6740 Villers-sur-Semois,House,Residence,649000,for sale,4.0,310.0,1.0,0.0,1.0,None,1.0,None,1200.0,2.0,None,Excellent,2.0,4.8,0.011
1070 Anderlecht,Apartment,Apartment,335000,for sale,2.0,127.0,None,0.0,0.0,None,0.0,None,None,2.0,None,Normal,1.0,1.9,0.115
2440 Geel,Apartment,Apartment,154500,for sale,1.0,72.0,None,None,1.0,None,1.0,None,None,4.0,None,Excellent,1.0,2.5,0.482
1080 Sint-Jans-Molenbeek,Apartment,Apartment,229000,for sale,2.0,77.0,1.0,None,1.0,8.0,None,None,None,2.0,None,Excellent,1.0,1.1,0.087
4280 Merdorp,House,Villa,345000,for sale,3.0,142.0,1.0,0.0,1.0,1.0,1.0,584.0,711.0,4.0,None,Normal,2.0,None,0.617
1030 Schaarbeek,Apartment,Duplex,225000,for sale,3.0,161.0,None,0.0,1.0,22.0,0.0,None,None,2.0,0.0,To be renovated,None,0.595,0.167
2640 Mortsel,House,Residence,495000,for sale,3.0,158.0,None,0.0,1.0,9.0,1.0,31.0,None,None,None,New,2.0,0.647,0.467
5340 Gesves,House,Residence,320000,for sale,3.0,110.0,1.0,0.0,None,None,1.0,None,1152.0,4.0,None,To renovate,None,5.5,0.191
1640 Sint-Genesius-Rode,House,Residence,2850000,for sale,5.0,550.0,1.0,0.0,1.0,None,1.0,1900.0,2105.0,4.0,1.0,Excellent,4.0,0.557,0.202
4180 Hamoir,House,Residence,149000,for sale,4.0,199.0,None,0.0,1.0,None,1.0,None,285.0,3.0,None,None,None,2.2,0.294
7040 Aulnois,House,Residence,334740,for sale,3.0,147.0,None,None,None,None,1.0,None,602.0,4.0,None,New,2.0,0.888,0.065
1070 Anderlecht,Apartment,Apartment,225000,for sale,2.0,72.0,None,None,1.0,None,0.0,None,None,None,None,None,1.0,1.8,0.278
7140 Morlanwelz,House,Residence,80000,for sale,2.0,89.0,None,0.0,0.0,None,0.0,None,60.0,2.0,0.0,To be renovated,1.0,0.124,0.169
2018 Antwerp,Apartment,Apartment,535000,for sale,3.0,100.0,None,None,1.0,2.0,None,None,None,2.0,None,Fully renovated,None,1.6,0.113
1150 Sint-Pieters-Woluwe,Apartment,Ground Floor,485000,for sale,2.0,130.0,None,0.0,1.0,10.0,1.0,115.0,None,2.0,None,To renovate,2.0,4.1,0.551
6791 Athus,House,Residence,360000,for sale,6.0,240.0,None,0.0,1.0,25.0,1.0,250.0,None,3.0,None,None,2.0,2.8,0.161
3470 Kortenaken,House,Residence,379000,for sale,4.0,267.0,None,None,0.0,None,1.0,None,2172.0,None,None,None,None,9.8,0.124
2300 Turnhout,House,Residence,385000,for sale,4.0,186.0,None,0.0,1.0,None,0.0,None,160.0,3.0,None,Normal,2.0,2.0,0.126
6990 Hotton,Apartment,Duplex,195000,for sale,4.0,88.0,None,0.0,1.0,None,1.0,None,None,None,None,Normal,1.0,4.3,0.01
2440 Geel,House,Residence,299000,for sale,3.0,173.0,1.0,0.0,1.0,None,1.0,None,3358.0,3.0,None,None,1.0,8.0,0.153
1480 Tubize,Apartment,Apartment,320000,for sale,3.0,114.0,None,0.0,1.0,10.0,0.0,None,None,4.0,None,Normal,2.0,0.527,0.016
8800 Roeselare,House,Villa,850000,for sale,5.0,371.0,1.0,None,1.0,115.0,1.0,None,2248.0,4.0,0.0,Normal,None,2.2,0.399
8000 Brugge,House,Master House,1295000,for sale,10.0,609.0,1.0,None,1.0,None,1.0,None,277.0,3.0,None,To be renovated,3.0,1.7,0.218
1080 Sint-Jans-Molenbeek,Apartment,Apartment,160000,for sale,1.0,56.0,1.0,None,1.0,None,0.0,None,None,4.0,0.0,Normal,1.0,1.5,0.201
9220 Hamme,Apartment,Ground Floor,245000,for sale,2.0,71.0,None,0.0,0.0,None,1.0,80.0,None,3.0,None,Normal,1.0,7.7,0.304
1050 Elsene,Apartment,Apartment,895000,for sale,4.0,260.0,None,None,1.0,None,0.0,None,None,2.0,None,Excellent,3.0,1.1,0.225
4020 Liege,House,Residence,250000,for sale,8.0,204.0,1.0,0.0,1.0,177.0,0.0,None,679.0,2.0,0.0,To renovate,2.0,1.3,0.154
5670 Viroinval,House,Residence,127000,for sale,3.0,111.0,1.0,None,1.0,13.0,None,None,153.0,2.0,0.0,Normal,1.0,None,0.034
5500 Dinant,Apartment,Apartment,325000,for sale,2.0,136.0,1.0,None,1.0,None,None,None,None,None,0.0,None,None,0.191,0.139
4020 Bressoux,House,Residence,95000,for sale,5.0,195.0,None,None,None,None,None,None,99.0,2.0,None,None,None,0.997,0.019
6000 Charleroi,House,Residence,598000,for sale,5.0,600.0,None,None,0.0,None,0.0,None,250.0,2.0,None,None,None,1.2,0.266
4100 Seraing,House,Residence,120000,for sale,2.0,94.0,1.0,0.0,1.0,40.0,0.0,None,130.0,2.0,0.0,Normal,1.0,0.376,0.202
7500 Tournai,Apartment,Apartment,287000,for sale,2.0,93.0,1.0,None,1.0,9.0,None,None,None,None,1.0,New,1.0,1.0,0.311
4000 Liege,House,Residence,225000,for sale,4.0,156.0,None,0.0,1.0,8.0,1.0,40.0,108.0,2.0,None,Normal,1.0,1.6,0.144
1080 Sint-Jans-Molenbeek,House,Residence,295000,for sale,4.0,120.0,None,0.0,1.0,15.0,1.0,None,65.0,None,None,To be renovated,1.0,1.7,0.319
8760 Meulebeke,House,Residence,None,for sale,4.0,245.0,None,None,1.0,None,1.0,140.0,300.0,None,None,Excellent,None,5.0,1.1
9500 Geraardsbergen,Apartment,Apartment,481000,for sale,3.0,137.0,None,None,1.0,44.0,None,None,None,None,None,New,None,1.2,0.2
4030 Grivegnée,Apartment,Apartment,372700,for sale,3.0,143.0,None,0.0,None,None,None,None,None,None,None,New,None,1.7,0.01
2830 Willebroek,Apartment,Apartment,315000,for sale,2.0,74.0,None,None,1.0,4.0,0.0,None,None,None,None,None,None,1.7,0.338
4020 Liege,Apartment,Apartment,150000,for sale,3.0,112.0,1.0,None,1.0,None,0.0,None,None,None,0.0,Excellent,1.0,1.2,0.066
5377 Baillonville,Apartment,Apartment,145000,for sale,2.0,90.0,None,0.0,1.0,None,1.0,None,None,None,None,None,1.0,9.3,0.155
5651 Thy-le-Château,House,Residence,749999,for sale,5.0,289.0,None,0.0,1.0,20.0,1.0,2700.0,2900.0,4.0,None,Normal,1.0,1.8,0.109
2390 Malle,House,Residence,349900,for sale,3.0,147.0,None,0.0,0.0,None,1.0,600.0,852.0,4.0,None,To be renovated,1.0,None,0.483
1340 Ottignies,Apartment,Apartment,199000,for sale,1.0,65.0,None,0.0,0.0,None,0.0,None,None,3.0,None,Normal,1.0,0.883,0.06
9290 Berlare,House,Residence,449000,for sale,3.0,144.0,1.0,0.0,1.0,None,1.0,None,386.0,3.0,0.0,Normal,2.0,5.4,0.599
4400 Ivoz-Ramet,House,Residence,200000,for sale,2.0,None,None,None,0.0,None,1.0,None,664.0,3.0,None,To be renovated,1.0,1.9,0.119
6724 Houdemont,House,Residence,299000,for sale,4.0,212.0,None,0.0,1.0,None,1.0,None,474.0,3.0,None,Normal,2.0,0.786,0.295
2500 Lier,House,Residence,225000,for sale,2.0,130.0,None,None,1.0,8.0,1.0,None,114.0,2.0,None,None,2.0,0.718,0.107
5003 Saint-Marc,House,Residence,65000,in public sale,3.0,None,None,None,1.0,None,1.0,None,305.0,4.0,None,To be renovated,None,3.8,0.155
8670 Koksijde,Apartment,Apartment,245000,for sale,2.0,56.0,None,None,1.0,None,0.0,None,None,2.0,None,Excellent,1.0,5.2,0.272
6040 Jumet,House,Mixed Building,215000,for sale,6.0,None,None,0.0,0.0,None,0.0,None,None,2.0,0.0,To renovate,None,2.4,0.095
4870 Trooz,Apartment,Apartment,215000,for sale,2.0,80.0,None,None,0.0,None,0.0,None,None,2.0,None,None,None,0.999,0.129
8620 Nieuwpoort,House,Residence,525000,for sale,3.0,242.0,1.0,None,1.0,None,1.0,None,550.0,None,None,New,2.0,9.0,0.701
1380 Lasne,House,Villa,1170000,for sale,4.0,222.0,None,0.0,1.0,50.0,1.0,2500.0,3088.0,4.0,None,Excellent,3.0,5.2,0.256
5530 Yvoir,House,Residence,155000,for sale,3.0,None,None,None,0.0,None,1.0,None,131.0,3.0,None,To be renovated,2.0,2.3,0.221
1300 Wavre,House,Residence,595000,for sale,6.0,285.0,1.0,0.0,1.0,38.0,1.0,None,911.0,4.0,0.0,Normal,4.0,0.932,0.08
1150 Sint-Pieters-Woluwe,House,Residence,580000,for sale,3.0,154.0,None,0.0,1.0,8.0,1.0,88.0,182.0,2.0,None,To renovate,2.0,4.8,0.422
1040 Etterbeek,Apartment,Ground Floor,605000,for sale,2.0,None,None,0.0,1.0,None,1.0,36.0,None,2.0,None,New,None,1.4,0.242
6120 Ham-sur-Heure,House,Villa,279000,for sale,4.0,140.0,None,None,1.0,25.0,1.0,None,1150.0,4.0,None,None,None,1.1,0.07
1600 Sint-Pieters-Leeuw,House,Residence,1450000,for sale,3.0,809.0,None,None,None,None,None,None,3950.0,3.0,0.0,To be renovated,8.0,1.1,0.206
1651 Lot,House,Residence,629850,for sale,4.0,221.0,1.0,0.0,1.0,20.0,1.0,255.0,412.0,None,None,New,2.0,1.6,0.191
1080 Sint-Jans-Molenbeek,Apartment,Apartment,260000,for sale,2.0,118.0,None,None,1.0,11.0,0.0,None,None,2.0,None,None,None,1.1,0.087
7370 Dour,House,Residence,80000,for sale,2.0,60.0,1.0,0.0,1.0,12.0,0.0,None,None,2.0,None,Normal,1.0,3.7,0.051
9300 Aalst,Apartment,Apartment,887500,for sale,2.0,150.0,None,0.0,1.0,170.0,0.0,None,None,None,None,New,2.0,1.4,0.268
8434 Westende,Apartment,Apartment,155000,for sale,1.0,59.0,1.0,0.0,1.0,2.0,None,None,None,2.0,None,To renovate,1.0,None,0.721
4100 Seraing,House,Residence,109000,for sale,2.0,58.0,1.0,0.0,0.0,None,1.0,210.0,41.0,2.0,0.0,Normal,1.0,5.3,0.635
8400 Oostende,Apartment,Apartment,995000,for sale,2.0,115.0,None,None,1.0,None,1.0,None,None,None,None,Excellent,2.0,None,None
8450 Bredene,House,Residence,250000,for sale,2.0,76.0,None,None,None,None,None,None,160.0,None,None,None,None,5.9,0.704
3550 Heusden-Zolder,Apartment,Ground Floor,475000,for sale,2.0,208.0,None,None,1.0,51.0,1.0,None,None,None,None,None,2.0,3.6,0.044
1440 Wauthier-Braine,House,Residence,309000,for sale,4.0,213.0,None,0.0,0.0,None,1.0,380.0,380.0,2.0,None,Normal,1.0,6.1,0.079
None,Apartment,Apartment,None,for sale,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4500 Huy,House,Residence,199000,for sale,2.0,111.0,1.0,0.0,1.0,15.0,1.0,25.0,135.0,2.0,0.0,To renovate,1.0,2.9,0.025
1480 Tubize,House,Villa,539000,for sale,4.0,None,None,0.0,None,None,1.0,None,925.0,4.0,None,None,None,0.527,0.016
6951 Bande,House,Residence,None,for sale,3.0,138.0,None,None,0.0,None,1.0,None,364.0,None,None,To be renovated,None,8.9,0.083
5570 Beauraing,House,Residence,60000,for sale,2.0,80.0,None,0.0,1.0,10.0,1.0,560.0,1061.0,4.0,None,To be renovated,None,5.5,0.081
2861 Onze-Lieve-Vrouw-Waver,House,Residence,595000,for sale,4.0,373.0,None,None,1.0,None,1.0,None,1374.0,4.0,None,None,2.0,6.8,0.15
9100 Sint-Niklaas,Apartment,Apartment,209000,for sale,2.0,88.0,None,0.0,1.0,None,0.0,None,None,2.0,None,Normal,1.0,1.3,0.07
2200 Herentals,House,Residence,325000,for sale,4.0,192.0,None,0.0,0.0,None,1.0,None,1781.0,4.0,None,To be renovated,1.0,3.2,1.2
4032 Chênée,House,Residence,165000,for sale,2.0,108.0,None,0.0,1.0,15.0,1.0,210.0,310.0,2.0,None,To be renovated,2.0,1.5,0.018
2250 Olen,House,Residence,325101,for sale,3.0,130.0,1.0,0.0,1.0,14.0,1.0,35.0,None,3.0,None,New,2.0,5.1,0.362
9700 Oudenaarde,Apartment,Apartment,315000,for sale,1.0,74.0,1.0,0.0,1.0,6.0,0.0,None,None,3.0,0.0,New,1.0,0.921,0.023
5340 Gesves,House,Bungalow,119000,for sale,1.0,41.0,None,0.0,1.0,None,1.0,None,None,4.0,None,Normal,1.0,7.1,0.663
1081 Koekelberg,Apartment,Apartment,300000,for sale,3.0,151.0,1.0,0.0,1.0,7.0,0.0,None,None,2.0,0.0,Normal,2.0,1.3,0.271
6747 Châtillon,House,Residence,399900,for sale,3.0,147.0,1.0,0.0,1.0,9.0,1.0,216.0,409.0,3.0,0.0,None,2.0,10.2,0.154
9000 Gent,Apartment,Apartment,360000,for sale,2.0,81.0,None,None,1.0,10.0,0.0,None,None,None,None,None,1.0,2.3,0.324
7500 Tournai,Apartment,Apartment,250000,for sale,2.0,76.0,None,0.0,1.0,8.0,0.0,None,None,3.0,None,Excellent,1.0,1.5,0.089
1200 Sint-Lambrechts-Woluwe,Apartment,Apartment,390000,for sale,2.0,107.0,1.0,0.0,1.0,15.0,0.0,None,None,None,None,Normal,1.0,2.8,0.237
8420 De Haan,House,Residence,595000,for sale,4.0,247.0,None,None,1.0,None,1.0,None,340.0,None,None,Excellent,2.0,10.3,3.6
7000 Mons,Apartment,Studio,90000,for sale,0.0,39.0,None,None,1.0,14.0,None,None,None,2.0,None,Normal,1.0,1.9,0.433
9940 Evergem,House,Residence,265000,for sale,3.0,155.0,1.0,None,1.0,None,1.0,600.0,660.0,4.0,0.0,To be renovated,1.0,2.1,None
1731 Relegem,Apartment,Apartment,225000,for sale,2.0,73.0,1.0,0.0,1.0,None,0.0,None,None,3.0,None,None,1.0,1.7,2.1
1050 Elsene,Apartment,Apartment,349000,for sale,2.0,88.0,1.0,0.0,0.0,None,0.0,None,None,2.0,0.0,To renovate,1.0,0.995,0.239
6200 Bouffioulx,Apartment,Apartment,179000,for sale,2.0,70.0,None,0.0,0.0,None,0.0,None,None,4.0,None,Normal,1.0,3.6,0.084
1410 Waterloo,House,Villa,1650000,for sale,4.0,443.0,1.0,None,1.0,100.0,1.0,3900.0,4520.0,4.0,1.0,Excellent,6.0,1.6,0.267
7040 Aulnois,House,Villa,352250,for sale,3.0,None,None,None,None,None,None,None,1130.0,4.0,None,New,None,0.888,0.065
1080 Sint-Jans-Molenbeek,Apartment,Apartment,195000,for sale,2.0,92.0,1.0,0.0,1.0,10.0,0.0,None,None,2.0,0.0,To be renovated,1.0,0.695,0.209
4680 Oupeye,Apartment,Apartment,189000,for sale,3.0,112.0,1.0,0.0,1.0,9.0,0.0,None,None,3.0,0.0,Normal,1.0,3.7,0.105
8420 De Haan,Apartment,Apartment,549000,for sale,3.0,137.0,None,0.0,1.0,18.0,0.0,None,None,None,None,New,None,4.4,0.609
1930 Zaventem,Apartment,Apartment,279000,for sale,1.0,72.0,None,0.0,1.0,14.0,1.0,138.0,None,None,None,Normal,1.0,0.586,0.579
2200 Noorderwijk,House,Residence,539000,for sale,3.0,178.0,None,0.0,1.0,12.0,1.0,None,348.0,3.0,None,New,2.0,5.5,1.1
9550 Herzele,Apartment,Apartment,219500,for sale,2.0,96.0,None,None,1.0,None,0.0,None,None,2.0,None,None,1.0,2.1,0.251
1330 Rixensart,House,Residence,299000,for sale,2.0,86.0,1.0,None,None,None,1.0,346.0,461.0,4.0,0.0,To be renovated,1.0,0.378,0.939
8900 Ieper,House,Residence,349000,for sale,4.0,234.0,None,0.0,1.0,None,1.0,None,102.0,2.0,None,Normal,2.0,0.531,0.218
2230 Herselt,House,Residence,75000,for sale,3.0,83.0,None,0.0,1.0,None,1.0,None,535.0,4.0,None,To be renovated,1.0,3.9,1.5
9000 Gent,House,Residence,1370000,for sale,12.0,600.0,None,0.0,1.0,None,1.0,None,None,None,None,Normal,3.0,1.4,0.175
4300 Waremme,House,Bungalow,339000,for sale,3.0,140.0,None,0.0,1.0,30.0,1.0,350.0,572.0,3.0,None,None,2.0,1.9,0.656
1080 Sint-Jans-Molenbeek,House,Mixed Building,570000,for sale,3.0,200.0,1.0,0.0,1.0,30.0,1.0,20.0,None,2.0,0.0,Normal,3.0,0.77,0.24
2930 Brasschaat,House,Residence,410000,for sale,3.0,164.0,None,None,0.0,None,1.0,None,691.0,3.0,None,None,None,7.2,0.195
3650 Dilsen-Stokkem,Apartment,Apartment,300434,for sale,2.0,98.0,None,None,1.0,25.0,None,None,None,None,None,None,None,None,0.924
3680 Maaseik,Apartment,Apartment,310000,for sale,2.0,91.0,None,None,1.0,11.0,None,None,None,None,None,None,None,None,0.326
