locality,property_type,subtype,price_eur,type_of_sale,num_rooms,living_area_m2,fully_equipped_kitchen,furnished,terrace,terrace_area_m2,garden,garden_area_m2,land_surface_m2,num_facades,swimming_pool,state_of_building,num_bathrooms,dist_train_km,dist_bus_km
2620 Hemiksem,Apartment,Apartment,379000,for sale,2.0,83.0,None,0.0,1.0,10.0,0.0,None,None,2.0,None,Excellent,1.0,1.2,0.969
4520 Moha,House,Residence,115000,for sale,3.0,105.0,1.0,0.0,1.0,2.0,0.0,None,70.0,3.0,0.0,To be renovated,1.0,2.5,0.281
6000 Charleroi,House,Residence,297000,for sale,5.0,400.0,1.0,0.0,1.0,39.0,1.0,133.0,383.0,2.0,0.0,Normal,3.0,0.397,0.419
6690 Vielsalm,House,Residence,650000,for sale,4.0,150.0,None,None,0.0,None,1.0,None,18031.0,4.0,None,Normal,2.0,0.882,0.118
9500 Geraardsbergen,Apartment,Apartment,175000,for sale,1.0,82.0,1.0,0.0,1.0,None,0.0,None,None,2.0,0.0,Fully renovated,1.0,0.122,0.074
1000 Brussels,Apartment,Ground Floor,260000,for sale,1.0,None,None,0.0,None,None,None,None,None,3.0,None,New,None,1.6,0.529
2660 Hoboken,House,Residence,485000,for sale,5.0,244.0,None,0.0,0.0,None,1.0,None,300.0,2.0,None,Normal,None,1.2,0.102
1300 Wavre,House,Bungalow,325000,for sale,2.0,100.0,1.0,0.0,1.0,130.0,1.0,570.0,810.0,4.0,None,Normal,1.0,0.739,0.31
6060 Gilly,House,Residence,239000,for sale,3.0,139.0,None,None,1.0,None,1.0,100.0,201.0,2.0,None,None,None,2.6,0.004
9600 Ronse,House,Residence,119000,for sale,2.0,135.0,None,0.0,1.0,None,0.0,None,70.0,2.0,0.0,To be renovated,1.0,1.2,0.38
1480 Tubize,Apartment,Apartment,235000,for sale,2.0,75.0,None,None,0.0,None,0.0,None,None,2.0,0.0,Normal,1.0,0.74,0.064
4360 Oreye,Apartment,Apartment,275000,for sale,2.0,124.0,1.0,None,1.0,35.0,None,None,None,4.0,0.0,Normal,2.0,7.0,0.091
6470 Sivry,House,Residence,55000,for sale,3.0,111.0,1.0,0.0,0.0,None,0.0,None,None,3.0,None,To be renovated,None,None,0.143
5060 Tamines,House,Residence,145000,for sale,3.0,217.0,None,0.0,1.0,None,1.0,None,None,3.0,None,None,None,1.5,0.093
8434 Westende,Apartment,Studio,185000,for sale,None,49.0,None,None,1.0,7.0,0.0,None,None,2.0,None,New,None,None,0.485
6110 Montigny-le-Tilleul,House,Residence,190000,for sale,3.0,110.0,1.0,0.0,1.0,None,1.0,None,362.0,3.0,0.0,Normal,2.0,2.0,0.194
1050 Elsene,Apartment,Apartment,895000,for sale,3.0,236.0,1.0,0.0,1.0,34.0,0.0,None,None,3.0,0.0,Excellent,3.0,0.612,0.549
1800 Vilvoorde,Apartment,Apartment,187500,for sale,1.0,60.0,None,None,1.0,None,None,None,None,None,None,Normal,None,0.441,0.291
3580 Beringen,House,Residence,398000,for sale,5.0,233.0,1.0,0.0,1.0,None,1.0,None,629.0,4.0,None,Excellent,2.0,0.466,0.363
8300 Knokke-Heist,Apartment,Penthouse,965000,for sale,2.0,70.0,1.0,None,1.0,50.0,None,None,None,2.0,None,None,None,1.5,0.417
4607 Bombaye,Apartment,Apartment,398000,for sale,3.0,140.0,1.0,None,1.0,40.0,None,None,None,4.0,None,Excellent,None,5.9,1.2
1780 Wemmel,Apartment,Duplex,285000,for sale,2.0,98.0,None,None,1.0,13.0,0.0,None,None,None,None,New,2.0,2.6,0.49
9100 Sint-Niklaas,House,Residence,399000,for sale,3.0,165.0,None,0.0,1.0,None,1.0,None,143.0,2.0,None,Normal,1.0,1.5,0.815
9520 Sint-Lievens-Houtem,House,Residence,450397,for sale,4.0,148.0,None,None,None,None,None,None,500.0,4.0,None,New,2.0,3.6,0.234
3900 Pelt,House,Residence,327500,for sale,3.0,None,None,None,0.0,None,1.0,None,138.0,2.0,None,New,None,3.7,0.831
9880 Aalter,Apartment,Penthouse,385000,for sale,2.0,114.0,None,None,1.0,33.0,0.0,None,None,None,None,None,1.0,0.549,0.335
9920 Lievegem,House,Residence,866000,for sale,4.0,190.0,None,None,1.0,None,1.0,None,2193.0,4.0,0.0,New,2.0,4.1,0.641
1330 Rixensart,House,Residence,370000,for sale,3.0,171.0,1.0,0.0,1.0,25.0,1.0,506.0,506.0,3.0,0.0,To be renovated,2.0,0.245,0.389
9280 Lebbeke,House,Residence,250000,for sale,4.0,207.0,None,None,1.0,12.0,1.0,None,221.0,None,None,New,None,4.4,0.302
4287 Lincent,House,Cottage,290000,for sale,4.0,130.0,None,None,1.0,None,1.0,None,None,3.0,None,To be renovated,None,6.8,0.192
6560 Erquelinnes,House,Residence,55000,for sale,5.0,117.0,None,0.0,1.0,None,1.0,None,318.0,3.0,None,To be renovated,None,0.307,0.278
9500 Geraardsbergen,Apartment,Apartment,499000,for sale,5.0,526.0,None,0.0,1.0,125.0,0.0,None,None,2.0,None,None,3.0,0.924,0.112
8300 Knokke-Heist,Apartment,Studio,299000,for sale,None,39.0,None,None,1.0,4.0,0.0,None,None,None,None,None,None,1.0,0.102
9660 Brakel,House,Residence,646450,for sale,3.0,219.0,None,None,None,None,None,None,3198.0,4.0,None,New,2.0,4.9,0.008
2360 Oud-Turnhout,House,Residence,219000,for sale,3.0,135.0,None,0.0,0.0,None,1.0,None,296.0,3.0,None,To be renovated,1.0,3.0,0.24
4280 Moxhe,Apartment,Apartment,260000,for sale,2.0,90.0,None,0.0,0.0,None,1.0,None,None,3.0,None,None,2.0,None,0.081
8400 Oostende,Apartment,Apartment,389000,for sale,4.0,205.0,None,None,1.0,6.0,1.0,None,None,2.0,None,Excellent,1.0,0.819,0.094
1820 Steenokkerzeel,House,Residence,295000,for sale,2.0,100.0,None,0.0,0.0,None,0.0,None,None,None,None,Normal,1.0,8.4,0.27
7504 Froidmont,House,Residence,399686,for sale,3.0,158.0,None,None,None,None,1.0,None,1150.0,4.0,None,New,2.0,7.4,0.081
2300 Turnhout,Apartment,Apartment,436100,for sale,3.0,126.0,None,0.0,1.0,15.0,0.0,None,None,2.0,None,New,2.0,0.988,0.073
8830 Hooglede,House,Mixed Building,545000,for sale,4.0,1050.0,None,None,1.0,None,1.0,None,2006.0,4.0,0.0,To be renovated,None,3.5,2.0
7540 Rumillies,House,Mixed Building,435000,for sale,2.0,90.0,None,0.0,1.0,None,1.0,None,1404.0,2.0,None,Normal,2.0,2.1,0.024
9340 Lede,Apartment,Apartment,395000,for sale,2.0,147.0,1.0,0.0,1.0,None,0.0,None,None,3.0,0.0,Normal,1.0,1.1,0.05
2220 Heist-op-den-Berg,Apartment,Apartment,209900,for sale,1.0,73.0,1.0,0.0,1.0,7.0,1.0,None,None,2.0,None,New,1.0,0.364,0.285
8560 Wevelgem,Apartment,Apartment,249000,for sale,2.0,95.0,None,None,1.0,None,None,None,None,None,None,Excellent,None,0.59,0.103
8620 Nieuwpoort,Apartment,Apartment,245000,for sale,2.0,60.0,None,1.0,0.0,None,1.0,None,None,2.0,None,Fully renovated,None,10.7,1.5
6800 Libramont-Chevigny,House,Residence,175000,for sale,2.0,61.0,None,0.0,1.0,None,0.0,None,78.0,3.0,None,None,1.0,0.773,0.184
4624 Romsée,House,Residence,229000,for sale,4.0,155.0,1.0,0.0,1.0,20.0,1.0,165.0,155.0,3.0,0.0,Normal,1.0,4.0,0.007
6150 Anderlues,House,Villa,350000,for sale,3.0,115.0,1.0,0.0,1.0,35.0,1.0,450.0,825.0,4.0,None,Fully renovated,2.0,4.7,0.883
6700 Arlon,House,Residence,275000,for sale,4.0,143.0,None,0.0,1.0,None,1.0,250.0,480.0,4.0,None,None,2.0,0.766,0.253
9000 Gent,House,Residence,445000,for sale,3.0,161.0,None,None,0.0,None,1.0,None,188.0,2.0,None,None,2.0,2.4,0.407
8300 Knokke-Heist,Apartment,Apartment,575000,for sale,2.0,72.0,None,None,1.0,None,0.0,None,None,None,None,None,1.0,1.4,None
1880 Nieuwenrode,House,Residence,450000,for sale,1962.0,None,None,None,0.0,None,0.0,None,None,4.0,None,To be renovated,1.0,3.6,1.1
4100 Seraing,House,Mixed Building,149000,for sale,3.0,126.0,None,0.0,1.0,54.0,1.0,133.0,291.0,2.0,0.0,Normal,1.0,1.3,0.139
8301 Duinbergen,Apartment,Apartment,455000,for sale,3.0,None,None,None,0.0,None,0.0,None,None,None,None,None,2.0,1.4,1.6
8670 Sint-Idesbald,Apartment,Apartment,389000,for sale,3.0,None,None,None,1.0,None,0.0,None,None,None,None,Excellent,None,4.7,0.474
2830 Willebroek,House,Residence,359000,for sale,2.0,115.0,None,0.0,1.0,None,1.0,None,None,3.0,None,None,1.0,0.433,0.304
8670 Koksijde,Apartment,Apartment,235000,for sale,1.0,62.0,None,0.0,1.0,None,0.0,None,None,None,None,Normal,None,5.4,0.484
1820 Steenokkerzeel,House,Villa,549000,for sale,3.0,161.0,1.0,0.0,1.0,None,1.0,900.0,1119.0,4.0,0.0,Normal,2.0,4.9,0.016
7370 Dour,House,Residence,90000,for sale,2.0,93.0,None,None,1.0,12.0,1.0,22.0,120.0,3.0,None,To be renovated,1.0,4.2,0.4
2220 Heist-op-den-Berg,House,Residence,419000,for sale,4.0,206.0,None,0.0,1.0,None,1.0,None,2010.0,4.0,None,To be renovated,2.0,2.8,0.681
5500 Anseremme,Apartment,Duplex,230000,for sale,3.0,110.0,1.0,0.0,1.0,None,0.0,None,None,None,0.0,Normal,1.0,0.692,0.127
2000 Antwerp,Apartment,Apartment,339000,for sale,2.0,90.0,None,0.0,0.0,None,0.0,None,None,2.0,None,Normal,1.0,0.737,0.421
7850 Enghien,Apartment,Apartment,350000,for sale,3.0,170.0,None,0.0,0.0,None,1.0,None,None,None,None,Normal,2.0,0.533,0.124
2550 Kontich,Apartment,Apartment,369000,for sale,3.0,124.0,None,0.0,1.0,10.0,0.0,None,None,2.0,None,Excellent,1.0,2.3,0.045
7543 Mourcourt,House,Residence,310000,for sale,3.0,143.0,None,None,0.0,None,1.0,None,601.0,3.0,None,New,None,6.8,0.313
1640 Sint-Genesius-Rode,House,Residence,825000,for sale,5.0,320.0,None,None,0.0,None,1.0,None,None,4.0,None,Normal,3.0,2.5,0.073
3890 Gingelom,House,Residence,199000,for sale,2.0,184.0,None,None,0.0,None,1.0,None,1054.0,None,None,None,None,7.0,0.768
2220 Heist-op-den-Berg,House,Residence,279000,for sale,3.0,173.0,None,0.0,1.0,None,1.0,None,1110.0,4.0,None,To be renovated,None,3.6,0.679
1428 Lillois-Witterzée,House,Residence,329000,for sale,4.0,173.0,1.0,0.0,1.0,None,0.0,None,70.0,2.0,0.0,Normal,2.0,None,None
8200 Sint-Andries,Apartment,Apartment,379000,for sale,2.0,105.0,None,None,1.0,7.0,1.0,None,None,2.0,None,New,1.0,3.2,0.615
2275 Lille,House,Residence,450000,for sale,3.0,265.0,1.0,0.0,1.0,26.0,0.0,None,419.0,3.0,None,New,2.0,5.0,0.555
7050 Jurbise,House,Residence,99000,for sale,2.0,119.0,None,0.0,1.0,None,1.0,None,750.0,3.0,0.0,To be renovated,1.0,1.0,0.329
1180 Ukkel,Apartment,Apartment,650000,for sale,3.0,163.0,1.0,0.0,1.0,34.0,0.0,None,None,3.0,0.0,None,2.0,1.2,0.085
1640 Sint-Genesius-Rode,House,Villa,419000,for sale,4.0,162.0,None,0.0,0.0,None,1.0,None,None,None,None,To be renovated,2.0,1.7,0.174
3870 Mechelen-Bovelingen,House,Residence,585000,for sale,4.0,361.0,None,None,1.0,None,1.0,None,1093.0,None,None,None,None,6.3,0.522
9600 Ronse,House,Mixed Building,179000,for sale,2.0,120.0,1.0,None,0.0,None,None,None,27.0,2.0,0.0,To be renovated,2.0,1.5,0.138
3583 Paal,House,Residence,565000,for sale,3.0,210.0,None,None,0.0,None,1.0,None,621.0,4.0,None,None,2.0,6.2,0.488
9300 Aalst,Apartment,Apartment,115000,for sale,4.0,45.0,None,0.0,0.0,None,0.0,None,None,2.0,None,Normal,4.0,0.722,0.259
2910 Essen,House,Residence,665000,for sale,4.0,250.0,None,0.0,1.0,None,1.0,None,1384.0,4.0,None,New,2.0,2.9,0.061
7784 Warneton,House,Residence,499000,for sale,6.0,376.0,None,None,1.0,None,1.0,None,None,4.0,1.0,None,None,4.4,0.089
7012 Flénu,House,Villa,345000,for sale,3.0,145.0,None,0.0,0.0,None,1.0,None,1540.0,4.0,None,Normal,2.0,2.5,0.096
1030 Schaarbeek,Apartment,Apartment,180000,for sale,1.0,50.0,None,None,0.0,None,0.0,None,None,None,None,Fully renovated,None,1.1,0.19
3040 Huldenberg,House,Residence,425000,for sale,5.0,120.0,1.0,0.0,1.0,None,1.0,None,914.0,4.0,None,To renovate,2.0,2.9,0.209
7110 Strépy-Bracquegnies,House,Residence,159000,for sale,3.0,149.0,1.0,0.0,1.0,4.0,1.0,159.0,270.0,2.0,None,Normal,1.0,0.84,0.294
1140 Evere,House,Residence,1750000,for sale,6.0,747.0,None,None,1.0,None,1.0,None,1082.0,None,1.0,Normal,None,1.0,0.677
9255 Buggenhout,Apartment,Apartment,245000,for sale,2.0,77.0,None,0.0,1.0,11.0,0.0,None,None,None,None,Normal,None,0.822,0.299
1000 Brussels,Apartment,Apartment,249000,for sale,1.0,55.0,None,0.0,0.0,None,0.0,None,None,2.0,None,Normal,1.0,0.546,0.168
4820 Dison,House,Mixed Building,270000,for sale,8.0,None,1.0,0.0,1.0,44.0,0.0,None,230.0,2.0,0.0,To renovate,4.0,1.5,0.241
1410 Waterloo,House,Villa,799000,for sale,5.0,251.0,1.0,0.0,1.0,24.0,1.0,400.0,518.0,3.0,0.0,Excellent,3.0,1.6,0.267
1190 Vorst,Apartment,Apartment,449500,for sale,2.0,114.0,1.0,None,1.0,63.0,0.0,None,None,2.0,0.0,New,2.0,0.627,0.293
1030 Schaarbeek,Apartment,Duplex,330000,for sale,1.0,83.0,None,0.0,0.0,None,0.0,None,None,None,None,None,2.0,0.628,0.059
5300 Andenne,Apartment,Apartment,175000,for sale,2.0,80.0,None,0.0,1.0,13.0,0.0,None,None,2.0,None,None,1.0,1.0,0.112
4020 Liege,House,Residence,139000,for sale,2.0,64.0,None,0.0,1.0,6.0,0.0,None,None,2.0,None,To be renovated,1.0,1.3,0.105
1340 Ottignies-Louvain-la-Neuve,Apartment,Apartment,249000,for sale,2.0,76.0,None,0.0,0.0,None,0.0,None,None,3.0,None,Normal,1.0,0.883,0.06
1050 Elsene,House,Residence,1150000,for sale,7.0,None,None,None,0.0,None,1.0,None,190.0,2.0,None,None,None,2.7,0.46
9041 Oostakker,Apartment,Apartment,495000,for sale,3.0,138.0,1.0,0.0,1.0,13.0,1.0,None,None,3.0,0.0,New,1.0,4.5,0.098
2070 Zwijndrecht,House,Residence,294000,for sale,3.0,162.0,None,None,1.0,None,1.0,None,324.0,None,None,To renovate,None,1.7,0.339
5000 Beez,House,Residence,159000,for sale,2.0,87.0,None,0.0,0.0,None,1.0,None,150.0,2.0,None,None,1.0,3.7,0.008
6001 Marcinelle,Apartment,Apartment,125000,for sale,2.0,94.0,1.0,0.0,1.0,7.0,0.0,None,None,2.0,0.0,To renovate,2.0,1.1,0.098
9000 Gent,House,Residence,490000,for sale,6.0,185.0,None,None,0.0,None,1.0,None,408.0,2.0,None,None,2.0,2.9,0.434
2220 Heist-op-den-Berg,House,Residence,484000,for sale,4.0,165.0,None,None,1.0,None,1.0,None,239.0,2.0,None,New,None,1.8,0.802
3680 Maaseik,Apartment,Apartment,295000,for sale,2.0,87.0,None,None,1.0,8.0,None,None,None,None,None,None,None,None,0.326
1400 Nivelles,Apartment,Penthouse,450000,for sale,4.0,160.0,None,0.0,1.0,115.0,0.0,None,None,3.0,0.0,Excellent,1.0,2.0,0.107
2018 Antwerp,House,Master House,None,for sale,7.0,334.0,None,None,1.0,None,1.0,None,97.0,2.0,None,Normal,2.0,1.7,0.223
3690 Zutendaal,House,Residence,399880,for sale,3.0,122.0,None,1.0,1.0,30.0,0.0,None,531.0,2.0,None,None,3.0,10.9,1.7
1785 Merchtem,House,Residence,385000,for sale,3.0,150.0,None,0.0,0.0,None,1.0,None,985.0,4.0,None,To be renovated,2.0,3.7,0.735
9910 Knesselare,House,Residence,365000,for sale,3.0,414.0,None,0.0,1.0,None,0.0,None,235.0,None,None,Normal,None,4.2,0.024
3803 Duras,House,Residence,495000,for sale,4.0,299.0,None,None,0.0,None,1.0,None,1036.0,2.0,None,None,3.0,2.7,0.27
6470 Sivry-Rance,House,Residence,140000,for sale,4.0,180.0,None,None,None,None,1.0,None,383.0,3.0,None,To be renovated,None,None,0.102
6150 Anderlues,House,Residence,89999,for sale,2.0,96.0,None,0.0,1.0,33.0,1.0,133.0,133.0,2.0,0.0,To be renovated,1.0,4.7,0.883
2222 Itegem,House,Residence,1280000,for sale,4.0,502.0,1.0,None,1.0,None,1.0,None,3019.0,4.0,1.0,Excellent,None,1.5,1.3
4000 Glain,Apartment,Apartment,27500,for sale,1.0,66.0,None,None,1.0,2.0,0.0,None,None,2.0,None,None,None,1.4,0.217
8680 Koekelare,Apartment,Apartment,395000,for sale,2.0,102.0,None,None,1.0,None,0.0,None,None,None,None,None,2.0,9.1,0.146
1140 Evere,Apartment,Apartment,195000,for sale,1.0,65.0,None,0.0,1.0,1.0,0.0,None,None,2.0,None,To be renovated,1.0,0.369,0.15
8210 Zedelgem,Apartment,Apartment,340240,for sale,2.0,110.0,None,None,1.0,22.0,0.0,None,None,2.0,None,New,1.0,0.861,0.257
6030 Marchienne-au-Pont,House,Residence,99000,for sale,5.0,179.0,1.0,0.0,1.0,21.0,1.0,21.0,127.0,3.0,0.0,To be renovated,1.0,1.1,0.147
4960 Malmedy,Apartment,Apartment,187000,for sale,3.0,121.0,1.0,0.0,0.0,None,1.0,None,None,4.0,0.0,To renovate,2.0,11.4,0.07
1040 Etterbeek,Apartment,Apartment,449000,for sale,2.0,82.0,None,0.0,1.0,1.0,1.0,None,None,2.0,0.0,Fully renovated,1.0,1.4,0.581
1651 Lot,House,Residence,520000,for sale,4.0,150.0,1.0,None,1.0,None,1.0,160.0,360.0,3.0,0.0,Excellent,2.0,1.1,0.275
8430 Middelkerke,Apartment,Studio,104900,for sale,None,20.0,None,1.0,1.0,4.0,0.0,None,None,2.0,None,Excellent,None,None,0.896
5190 Jemeppe-Sur-Sambre,House,Residence,481300,for sale,3.0,185.0,None,None,None,None,None,None,959.0,4.0,None,New,2.0,3.1,0.081
3650 Dilsen-Stokkem,Apartment,Loft,221645,for sale,1.0,69.0,None,None,1.0,13.0,0.0,None,None,None,None,None,None,None,0.171
1030 Schaarbeek,House,Mixed Building,470000,for sale,4.0,240.0,None,None,None,None,None,None,None,2.0,None,Normal,3.0,1.3,0.143
1380 Lasne,House,Residence,2350000,for sale,5.0,500.0,1.0,0.0,1.0,30.0,1.0,1500.0,2440.0,4.0,1.0,Excellent,5.0,5.2,0.256
8902 Zillebeke,House,Residence,549000,for sale,5.0,237.0,None,None,0.0,None,1.0,None,1496.0,4.0,None,Excellent,None,5.1,0.593
7131 Waudrez,House,Residence,275000,for sale,4.0,178.0,None,0.0,1.0,None,1.0,None,430.0,4.0,0.0,Fully renovated,2.0,2.0,0.255
4710 Lontzen,House,Residence,435000,for sale,3.0,130.0,None,None,0.0,None,1.0,309.0,None,None,None,None,None,1.5,0.332
1800 Vilvoorde,House,Residence,399000,for sale,3.0,150.0,None,None,1.0,30.0,1.0,60.0,300.0,2.0,None,None,None,0.745,0.138
8480 Eernegem,House,Bungalow,169000,for sale,3.0,118.0,1.0,None,1.0,None,1.0,None,694.0,4.0,0.0,To be renovated,1.0,10.5,0.406
7080 La Bouverie,House,Residence,45000,for sale,1.0,64.0,None,0.0,0.0,None,1.0,None,61.0,3.0,None,To be renovated,1.0,2.7,0.731
1000 Brussels,Apartment,Apartment,360000,for sale,2.0,None,None,0.0,1.0,None,None,None,None,3.0,None,New,None,1.6,0.529
7060 Soignies,House,Residence,270000,for sale,3.0,130.0,None,None,1.0,10.0,1.0,60.0,160.0,2.0,None,None,None,0.65,0.757
9600 Ronse,House,Residence,220000,for sale,3.0,160.0,1.0,0.0,1.0,None,1.0,46.0,220.0,3.0,0.0,Fully renovated,1.0,1.8,0.818
1030 Schaarbeek,Apartment,Apartment,185000,for sale,1.0,57.0,1.0,0.0,1.0,None,0.0,None,None,2.0,0.0,To renovate,1.0,0.986,0.308
1170 Watermaal-Bosvoorde,Apartment,Apartment,385000,for sale,2.0,107.0,1.0,0.0,1.0,19.0,0.0,None,None,2.0,0.0,Normal,1.0,0.584,0.26
1380 Lasne,House,Villa,495000,for sale,3.0,199.0,None,0.0,1.0,44.0,1.0,2011.0,None,4.0,0.0,To be renovated,2.0,5.5,0.939
5590 Ciney,House,Residence,155000,for sale,2.0,65.0,None,0.0,0.0,None,0.0,None,None,None,None,Normal,1.0,0.83,0.094
5575 Willerzie,House,Residence,185000,for sale,3.0,240.0,None,None,None,None,1.0,None,420.0,2.0,None,None,None,9.9,0.236
1030 Schaarbeek,House,Master House,490000,for sale,5.0,325.0,None,0.0,1.0,None,1.0,285.0,460.0,2.0,0.0,Normal,4.0,1.3,0.542
3580 Beringen,House,Residence,335000,for sale,3.0,161.0,None,0.0,1.0,None,1.0,None,142.0,2.0,None,New,None,2.3,0.615
6440 Vergnies,House,Bungalow,35000,for sale,2.0,47.0,None,0.0,0.0,None,1.0,None,350.0,4.0,None,To be renovated,1.0,None,0.317
8870 Izegem,House,Residence,289000,for sale,3.0,172.0,1.0,0.0,1.0,None,1.0,None,228.0,4.0,0.0,Fully renovated,2.0,1.5,1.1
5004 Bouge,House,Residence,440000,for sale,4.0,135.0,1.0,None,1.0,None,1.0,200.0,288.0,2.0,None,Excellent,None,2.6,0.459
2220 Heist-op-den-Berg,Apartment,Penthouse,389000,for sale,2.0,106.0,None,None,1.0,14.0,1.0,None,None,None,None,New,None,2.1,2.1
4030 Grivegnée,House,Residence,None,for sale,4.0,241.0,None,0.0,1.0,None,1.0,None,306.0,2.0,1.0,Normal,4.0,1.6,0.472
1060 Sint-Gillis,Apartment,Studio,200000,for sale,None,25.0,None,1.0,0.0,None,0.0,None,None,2.0,None,Normal,1.0,1.8,0.118
5580 Ave-et-Auffe,House,Master House,1900000,for sale,0.0,520.0,None,1.0,1.0,80.0,1.0,25000.0,26340.0,None,None,None,None,7.6,0.427
4460 Grâce-Hollogne,House,Residence,449000,for sale,3.0,187.0,1.0,0.0,1.0,None,1.0,171.0,295.0,2.0,0.0,New,2.0,1.5,0.555
1785 Merchtem,Apartment,Apartment,295000,for sale,2.0,89.0,None,None,1.0,18.0,0.0,None,None,None,None,None,1.0,1.5,0.059
4280 Hannut,House,Mixed Building,375000,for sale,2.0,209.0,1.0,0.0,1.0,14.0,0.0,None,None,2.0,0.0,Normal,3.0,8.9,0.079
8670 Koksijde,Apartment,Apartment,298000,for sale,1.0,73.0,None,None,1.0,8.0,1.0,None,None,None,None,New,1.0,5.1,0.039
1933 Sterrebeek,House,Residence,699000,for sale,3.0,171.0,None,0.0,0.0,None,1.0,70.0,None,3.0,None,None,1.0,3.4,0.358
4850 Plombières,House,Residence,169000,for sale,3.0,170.0,None,None,1.0,None,1.0,117.0,None,None,None,None,None,7.7,0.103
4400 Flémalle,House,Residence,260000,for sale,3.0,158.0,None,None,1.0,None,0.0,None,634.0,None,None,To be renovated,None,4.1,0.305
3190 Boortmeerbeek,Apartment,Apartment,389000,for sale,3.0,120.0,1.0,None,1.0,None,None,None,None,None,None,None,2.0,2.0,1.0
1090 Jette,Apartment,Apartment,165000,for sale,2.0,74.0,None,None,None,None,None,None,None,4.0,None,None,None,1.9,0.572
6000 Charleroi,House,Mixed Building,250000,for sale,7.0,None,None,0.0,0.0,None,0.0,None,None,None,None,Normal,5.0,1.2,0.266
4420 Saint-Nicolas,Apartment,Apartment,264000,for sale,3.0,105.0,None,0.0,1.0,30.0,1.0,100.0,None,2.0,1.0,Excellent,1.0,2.7,0.144
9230 Wetteren,Apartment,Apartment,149000,for sale,2.0,73.0,None,0.0,1.0,None,0.0,None,None,2.0,None,Normal,1.0,0.317,0.126
6900 Marche-en-Famenne,Apartment,Apartment,292600,for sale,2.0,103.0,1.0,0.0,1.0,8.0,1.0,None,None,None,0.0,None,1.0,0.23,0.01
4101 Jemeppe,House,Mixed Building,249000,for sale,4.0,230.0,None,0.0,0.0,None,0.0,None,203.0,2.0,0.0,Normal,3.0,0.427,0.109
4800 Verviers,House,Residence,159000,for sale,2.0,92.0,1.0,0.0,1.0,28.0,0.0,None,198.0,2.0,0.0,Normal,2.0,0.742,0.328
1080 Sint-Jans-Molenbeek,Apartment,Apartment,125000,for sale,1.0,57.0,None,0.0,1.0,None,0.0,None,None,None,None,To be renovated,1.0,1.1,0.087
6470 Sautin,House,Residence,80000,for sale,2.0,51.0,None,0.0,1.0,11.0,1.0,None,240.0,4.0,None,None,1.0,None,0.037
6760 Virton,Apartment,Apartment,250000,for sale,5.0,163.0,None,0.0,1.0,None,1.0,None,None,2.0,None,Normal,None,1.3,0.154
9290 Berlare,House,Residence,499000,for sale,4.0,199.0,1.0,0.0,1.0,40.0,1.0,541.0,742.0,4.0,0.0,Normal,2.0,2.0,0.647
5651 Somzée,House,Villa,320000,for sale,6.0,180.0,1.0,None,None,None,1.0,None,865.0,4.0,0.0,None,None,6.4,0.82
None,Apartment,Duplex,None,for sale,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
3580 Beringen,House,Residence,377435,for sale,3.0,143.0,None,None,0.0,None,1.0,None,331.0,3.0,None,None,2.0,1.7,0.549
9190 Stekene,House,Residence,464000,for sale,3.0,None,None,0.0,1.0,None,1.0,None,878.0,4.0,None,None,2.0,11.3,0.362
8800 Roeselare,House,Residence,169000,for sale,3.0,139.0,None,None,1.0,None,1.0,None,256.0,2.0,None,None,2.0,1.3,0.308
9120 Beveren,Apartment,Apartment,380000,for sale,3.0,127.0,None,None,1.0,14.0,1.0,None,None,None,0.0,New,None,0.701,0.098
9160 Lokeren,House,Residence,585000,for sale,4.0,160.0,None,0.0,1.0,None,1.0,None,300.0,2.0,0.0,Excellent,2.0,2.9,0.458
8710 Wielsbeke,Apartment,Apartment,209000,for sale,2.0,111.0,None,0.0,1.0,None,0.0,None,None,None,None,None,2.0,5.8,None
4800 Verviers,House,Residence,315000,for sale,4.0,215.0,1.0,0.0,1.0,33.0,1.0,430.0,941.0,3.0,None,Normal,2.0,0.903,0.055
4900 Spa,House,Residence,387900,for sale,3.0,195.0,None,None,None,None,1.0,None,373.0,3.0,None,New,None,1.5,0.245
9500 Geraardsbergen,House,Residence,413970,for sale,3.0,180.0,1.0,None,1.0,30.0,1.0,100.0,432.0,4.0,None,New,None,3.6,0.082
1440 Braine-le-Château,House,Residence,220000,for sale,2.0,110.0,None,0.0,1.0,None,1.0,375.0,630.0,2.0,0.0,To be renovated,1.0,4.1,0.24
1050 Elsene,Apartment,Apartment,475000,for sale,2.0,84.0,None,0.0,1.0,None,1.0,None,None,3.0,None,Normal,1.0,1.4,0.173
8310 Assebroek,House,Residence,480000,for sale,3.0,None,None,None,0.0,None,1.0,None,298.0,4.0,0.0,New,2.0,2.1,0.389
4257 Rosoux-Crenwick,House,Residence,250000,for sale,3.0,140.0,1.0,None,1.0,27.0,1.0,669.0,750.0,2.0,0.0,Normal,1.0,5.6,0.37
1150 Sint-Pieters-Woluwe,House,Residence,650000,for sale,3.0,125.0,1.0,0.0,1.0,20.0,1.0,98.0,287.0,3.0,None,Normal,1.0,1.4,0.251
1357 Hélécine,House,Residence,295000,for sale,3.0,190.0,1.0,None,1.0,30.0,1.0,None,370.0,2.0,0.0,Normal,2.0,2.8,0.146
