locality,property_type,subtype,price_eur,type_of_sale,num_rooms,living_area_m2,fully_equipped_kitchen,furnished,terrace,terrace_area_m2,garden,garden_area_m2,land_surface_m2,num_facades,swimming_pool,state_of_building,num_bathrooms,dist_train_km,dist_bus_km,price_per_m2,postal_code,region,outlier_flag,avg_price_locality,building_state_encoded
1790 Affligem,House,Residence,375000.0,for sale,3.0,153.0,1.0,0.0,1.0,14.0,1.0,370.0,460.0,3.0,0.0,Normal,1.0,1.5,0.034,2450.98,1790,Flanders,False,450447.3,5.0
7812 Ligne,House,Residence,250000.0,for sale,3.0,120.0,0.0,,1.0,20.0,1.0,,1600.0,4.0,1.0,To be renovated,,6.1,0.414,2083.33,7812,Wallonia,False,365000.0,4.0
7712 Herseaux,House,Residence,339000.0,for sale,2.0,142.0,1.0,0.0,1.0,,1.0,,877.0,4.0,0.0,To renovate,1.0,1.4,0.022,2387.32,7712,Wallonia,False,290400.0,3.0
3600 Genk,House,Residence,299000.0,for sale,2.0,100.0,0.0,,0.0,0.0,1.0,,,3.0,0.0,Fully renovated,2.0,2.0,0.099,2990.0,3600,Flanders,False,342269.0,7.0
7700 Luingne,House,Residence,259000.0,for sale,4.0,152.0,0.0,,1.0,,1.0,270.0,,,0.0,Fully renovated,,0.893,0.056,1703.95,7700,Wallonia,False,329400.0,7.0
2800 Mechelen,Apartment,Apartment,420000.0,for sale,3.0,113.0,0.0,,1.0,5.0,0.0,0.0,,3.0,0.0,Fully renovated,,0.903,0.181,3716.81,2800,Flanders,False,424729.4,7.0
2550 Kontich,Apartment,Apartment,229000.0,for sale,1.0,57.0,0.0,0.0,1.0,,1.0,,,3.0,0.0,Excellent,1.0,2.9,0.283,4017.54,2550,Flanders,False,393637.9,8.0
7500 Tournai,Apartment,Apartment,252500.0,for sale,2.0,83.0,1.0,,1.0,13.0,1.0,29.0,,,0.0,New,1.0,0.709,0.285,3042.17,7500,Wallonia,False,319536.1,9.0
4600 Visé,House,Residence,1290000.0,for sale,11.0,780.0,0.0,,0.0,0.0,0.0,0.0,370.0,2.0,0.0,,,0.11,0.104,1653.85,4600,Wallonia,False,400668.5,
1080 Sint-Jans-Molenbeek,Apartment,Apartment,290000.0,for sale,3.0,143.0,0.0,0.0,1.0,9.0,0.0,0.0,,,0.0,,2.0,1.4,0.128,2027.97,1080,Brussels,False,285820.3,
1190 Vorst,Apartment,Apartment,219000.0,for sale,1.0,54.0,1.0,0.0,1.0,5.0,0.0,0.0,,2.0,0.0,To be renovated,1.0,1.9,0.049,4055.56,1190,Brussels,False,477241.1,4.0
8310 Assebroek,House,Residence,249000.0,for sale,4.0,161.0,0.0,,1.0,,1.0,,161.0,2.0,0.0,,1.0,3.0,0.046,1546.58,8310,Flanders,False,323108.1,
6840 Longlier,House,Residence,249000.0,for sale,3.0,223.0,0.0,0.0,1.0,,1.0,250.0,665.0,3.0,0.0,To renovate,,0.547,0.675,1116.59,6840,Wallonia,False,299000.0,3.0
5500 Dinant,House,Residence,175000.0,for sale,1.0,57.0,1.0,0.0,1.0,,1.0,600.0,,4.0,0.0,Fully renovated,1.0,1.7,1.0,3070.18,5500,Wallonia,False,254214.8,7.0
1040 Etterbeek,Apartment,Apartment,260000.0,for sale,0.0,42.0,0.0,,1.0,20.0,0.0,0.0,,,0.0,Normal,,0.52,0.071,6190.48,1040,Brussels,False,614344.9,5.0
2570 Duffel,Apartment,Apartment,372500.0,for sale,2.0,108.0,0.0,,1.0,10.0,0.0,0.0,,2.0,0.0,New,,0.814,0.108,3449.07,2570,Flanders,False,403825.4,9.0
1300 Wavre,House,Residence,495000.0,for sale,4.0,215.0,1.0,0.0,1.0,54.0,1.0,400.0,1485.0,4.0,0.0,To be renovated,4.0,0.739,0.31,2302.33,1300,Wallonia,False,395881.4,4.0
2650 Edegem,Apartment,Apartment,249000.0,for sale,3.0,93.0,0.0,0.0,1.0,,0.0,0.0,,3.0,0.0,Normal,1.0,1.2,0.103,2677.42,2650,Flanders,False,488600.0,5.0
9500 Geraardsbergen,House,Residence,408294.0,for sale,3.0,180.0,1.0,,1.0,30.0,1.0,100.0,368.0,4.0,0.0,New,,3.6,0.082,2268.3,9500,Flanders,False,349010.6,9.0
1880 Kapelle-op-den-Bos,House,Residence,370000.0,for sale,3.0,298.0,0.0,,0.0,0.0,0.0,0.0,2300.0,4.0,0.0,To be renovated,2.0,4.0,0.363,1241.61,1880,Flanders,False,309600.0,4.0
8800 Roeselare,Apartment,Apartment,299000.0,for sale,4.0,160.0,0.0,,1.0,,0.0,0.0,,,0.0,,2.0,1.1,0.07,1868.75,8800,Flanders,False,301092.9,
1180 Ukkel,Apartment,Apartment,540000.0,for sale,3.0,119.0,0.0,0.0,1.0,12.0,0.0,0.0,,,0.0,,2.0,0.847,0.137,4537.82,1180,Brussels,False,789638.4,
8670 Koksijde,Apartment,Apartment,170000.0,for sale,1.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,0.0,Fully renovated,1.0,5.6,0.632,3695.65,8670,Flanders,False,384266.8,7.0
2310 Rijkevorsel,Apartment,Apartment,264000.0,for sale,1.0,73.0,1.0,,1.0,10.0,1.0,,,,0.0,,1.0,10.2,0.149,3616.44,2310,Flanders,False,373607.1,
5590 Ciney,Apartment,Apartment,249825.0,for sale,1.0,68.0,1.0,0.0,1.0,6.0,0.0,0.0,,,0.0,New,1.0,0.94,0.094,3673.9,5590,Wallonia,False,293138.9,9.0
9200 Dendermonde,House,Residence,595000.0,for sale,2.0,250.0,0.0,,0.0,0.0,1.0,55.0,192.0,,0.0,Normal,,0.16,0.037,2380.0,9200,Flanders,False,321704.4,5.0
3690 Zutendaal,House,Residence,172500.0,for sale,3.0,60.0,0.0,,1.0,,1.0,,736.0,,0.0,,,7.2,0.527,2875.0,3690,Flanders,False,249410.0,
4577 Modave,Apartment,Apartment,249000.0,for sale,3.0,140.0,0.0,0.0,1.0,7.0,0.0,0.0,,4.0,0.0,Normal,2.0,5.0,0.637,1778.57,4577,Wallonia,False,257623.9,5.0
1440 Braine-le-Château,House,Residence,249000.0,for sale,3.0,170.0,0.0,0.0,1.0,,1.0,,672.0,4.0,0.0,To restore,,6.6,0.184,1464.71,1440,Wallonia,False,575206.9,2.0
2170 Merksem,Apartment,Apartment,179000.0,for sale,2.0,85.0,0.0,0.0,1.0,9.0,0.0,0.0,,,0.0,,1.0,1.2,0.081,2105.88,2170,Flanders,False,282367.6,
8587 Spiere,House,Residence,248000.0,for sale,5.0,210.0,0.0,0.0,1.0,,1.0,,,3.0,0.0,,2.0,8.6,0.018,1180.95,8587,Flanders,False,245000.0,
3900 Pelt,Apartment,Apartment,326000.0,for sale,2.0,99.0,0.0,,1.0,13.0,1.0,,,,0.0,New,,3.7,0.831,3292.93,3900,Flanders,False,325045.5,9.0
1090 Jette,Apartment,Apartment,475000.0,for sale,3.0,203.0,1.0,0.0,1.0,,1.0,80.0,,2.0,0.0,Normal,2.0,0.961,0.163,2339.9,1090,Brussels,False,288449.2,5.0
9000 Gent,Apartment,Apartment,325000.0,for sale,2.0,80.0,0.0,,1.0,22.0,0.0,0.0,,1.0,0.0,Normal,,2.6,0.069,4062.5,9000,Flanders,False,455712.0,5.0
2960 Brecht,House,Residence,320000.0,for sale,3.0,131.0,0.0,0.0,0.0,0.0,1.0,,778.0,3.0,0.0,To be renovated,,9.9,0.205,2442.75,2960,Flanders,False,467177.0,4.0
2200 Herentals,House,Residence,392000.0,for sale,3.0,161.0,0.0,0.0,1.0,14.0,1.0,65.0,127.0,2.0,0.0,New,2.0,2.6,1.1,2434.78,2200,Flanders,False,352120.2,9.0
7610 Rumes,House,Residence,430000.0,for sale,4.0,247.0,0.0,0.0,0.0,0.0,1.0,,5500.0,4.0,0.0,,,8.5,0.357,1740.89,7610,Wallonia,False,360000.0,
9230 Massemen,House,Residence,169000.0,for sale,2.0,114.0,0.0,,1.0,,1.0,,920.0,3.0,0.0,To demolish,,1.8,0.909,1482.46,9230,Flanders,False,538341.6,1.0
8420 De Haan,House,Residence,462314.0,for sale,3.0,167.0,0.0,,0.0,0.0,0.0,0.0,389.0,3.0,0.0,,,8.3,0.626,2768.35,8420,Flanders,False,391789.1,
7730 Néchin,Apartment,Apartment,250000.0,for sale,3.0,136.0,1.0,0.0,1.0,,0.0,0.0,,,0.0,New,1.0,6.8,0.004,1838.24,7730,Wallonia,False,321100.0,9.0
6140 Fontaine-l'Évêque,House,Residence,130000.0,for sale,4.0,190.0,0.0,0.0,1.0,2.0,0.0,0.0,95.0,2.0,0.0,To be renovated,2.0,3.4,0.214,684.21,6140,Wallonia,False,321610.2,4.0
2650 Edegem,House,Residence,2695000.0,for sale,7.0,593.0,0.0,,1.0,,1.0,,3303.0,4.0,1.0,Excellent,1.0,1.5,0.289,4544.69,2650,Flanders,False,488600.0,8.0
4607 Dalhem,House,Villa,375000.0,for sale,4.0,233.0,1.0,,1.0,76.0,1.0,3364.0,3707.0,4.0,0.0,To be renovated,2.0,4.6,0.217,1609.44,4607,Wallonia,False,358363.6,4.0
8980 Beselare,Apartment,Duplex,325000.0,for sale,2.0,135.0,0.0,,1.0,,0.0,0.0,,,0.0,,,8.8,0.035,2407.41,8980,Flanders,False,336000.0,
2018 Antwerp,Apartment,Apartment,355000.0,for sale,2.0,131.0,0.0,0.0,1.0,2.0,0.0,0.0,,2.0,0.0,Normal,1.0,1.2,0.121,2709.92,2018,Flanders,False,406123.4,5.0
1200 Sint-Lambrechts-Woluwe,Apartment,Apartment,572000.0,for sale,2.0,100.0,0.0,,1.0,18.0,0.0,0.0,,2.0,0.0,New,4.0,1.7,0.082,5720.0,1200,Brussels,False,584235.9,9.0
1731 Zellik,Apartment,Apartment,135000.0,for sale,1.0,70.0,0.0,0.0,1.0,7.0,0.0,0.0,,,0.0,To be renovated,1.0,1.1,0.446,1928.57,1731,Flanders,False,269768.1,4.0
5620 Florennes,House,Residence,190000.0,for sale,4.0,295.0,0.0,,0.0,0.0,1.0,,369.0,2.0,0.0,Normal,2.0,9.0,0.106,644.07,5620,Wallonia,False,214359.7,5.0
9820 Merelbeke,House,Residence,503069.0,for sale,3.0,165.0,0.0,,0.0,0.0,1.0,,761.0,3.0,0.0,New,2.0,4.9,0.053,3048.9,9820,Flanders,False,593203.7,9.0
7802 Ormeignies,House,Residence,290000.0,for sale,3.0,100.0,0.0,0.0,0.0,0.0,1.0,,667.0,3.0,0.0,Normal,1.0,4.8,0.321,2900.0,7802,Wallonia,False,290000.0,5.0
3000 Leuven,Apartment,Apartment,360000.0,for sale,1.0,58.0,1.0,,1.0,4.0,1.0,,,4.0,0.0,Excellent,1.0,1.2,0.281,6206.9,3000,Flanders,False,408951.9,8.0
6791 Athus,Apartment,Apartment,160000.0,for sale,1.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,Fully renovated,,2.8,0.161,2758.62,6791,Wallonia,False,311454.5,7.0
7332 Neufmaison,House,Residence,314900.0,for sale,3.0,222.0,0.0,0.0,1.0,,1.0,,196.0,,0.0,New,2.0,8.1,0.345,1418.47,7332,Wallonia,False,279649.8,9.0
8400 Oostende,Apartment,Penthouse,374500.0,for sale,3.0,113.0,0.0,,1.0,20.0,0.0,0.0,,,0.0,,,3.1,0.143,3314.16,8400,Flanders,False,319670.9,
4802 Heusy,House,Master House,490000.0,for sale,7.0,350.0,0.0,0.0,1.0,70.0,1.0,430.0,671.0,3.0,0.0,Normal,3.0,1.1,0.136,1400.0,4802,Wallonia,False,333651.3,5.0
1160 Oudergem,Apartment,Apartment,695000.0,for sale,2.0,110.0,0.0,,1.0,25.0,1.0,,,2.0,0.0,New,3.0,2.1,0.429,6318.18,1160,Brussels,False,598840.9,9.0
6997 Amonines,House,Chalet,94000.0,for sale,2.0,80.0,0.0,0.0,1.0,,1.0,,720.0,,0.0,,2.0,10.5,0.087,1175.0,6997,Wallonia,False,251500.0,
2200 Herentals,Apartment,Apartment,171000.0,for sale,1.0,78.0,0.0,0.0,1.0,,0.0,0.0,,2.0,0.0,Normal,1.0,1.7,0.621,2192.31,2200,Flanders,False,352120.2,5.0
1210 Sint-Joost-ten-Node,Apartment,Studio,125000.0,for sale,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,To be renovated,1.0,0.893,0.021,2717.39,1210,Brussels,False,455602.1,4.0
5537 Anhée,Apartment,Triplex,229000.0,for sale,3.0,95.0,0.0,0.0,0.0,0.0,1.0,,,2.0,0.0,,2.0,3.4,1.9,2410.53,5537,Wallonia,False,332005.0,
4053 Embourg,House,Residence,319000.0,for sale,3.0,150.0,1.0,,1.0,69.0,1.0,1349.0,1509.0,4.0,0.0,Normal,1.0,1.4,0.738,2126.67,4053,Wallonia,False,417944.4,5.0
3530 Houthalen-Helchteren,House,Residence,549000.0,for sale,5.0,255.0,1.0,,1.0,,1.0,,1735.0,4.0,0.0,Normal,2.0,4.8,0.314,2152.94,3530,Flanders,False,364000.0,5.0
3770 Riemst,House,Residence,299000.0,for sale,4.0,180.0,1.0,0.0,1.0,,1.0,,952.0,3.0,0.0,Fully renovated,2.0,7.4,0.639,1661.11,3770,Flanders,False,308166.7,7.0
9100 Sint-Niklaas,Apartment,Apartment,272500.0,for sale,2.0,91.0,0.0,0.0,1.0,8.0,0.0,0.0,,2.0,0.0,Excellent,1.0,0.86,0.328,2994.51,9100,Flanders,False,347995.0,8.0
6880 Bertrix,Apartment,Ground Floor,285000.0,for sale,3.0,111.0,1.0,0.0,1.0,15.0,0.0,0.0,,2.0,0.0,Normal,1.0,0.964,0.168,2567.57,6880,Wallonia,False,313905.3,5.0
4690 Bassenge,House,Residence,350000.0,for sale,4.0,463.0,1.0,0.0,1.0,10.0,1.0,519.0,731.0,3.0,0.0,To be renovated,4.0,1.3,0.156,755.94,4690,Wallonia,False,268307.7,4.0
1330 Rixensart,House,Residence,695000.0,for sale,4.0,235.0,1.0,0.0,1.0,12.0,1.0,109.0,250.0,4.0,0.0,New,4.0,1.6,0.108,2957.45,1330,Wallonia,False,588095.7,9.0
1070 Anderlecht,Apartment,Apartment,249000.0,for sale,4.0,120.0,1.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,Normal,1.0,0.888,0.036,2075.0,1070,Brussels,False,311250.8,5.0
4790 Burg-Reuland,House,Residence,197500.0,for sale,6.0,200.0,0.0,,0.0,0.0,1.0,2324.0,,,0.0,,,,0.183,987.5,4790,Wallonia,False,233250.0,
4620 Fléron,Apartment,Apartment,65000.0,for sale,3.0,120.0,0.0,0.0,1.0,13.0,0.0,0.0,,,0.0,Normal,1.0,6.3,0.14,541.67,4620,Wallonia,False,235750.0,5.0
6200 Châtelineau,House,Residence,350000.0,for sale,6.0,279.0,0.0,0.0,1.0,35.0,1.0,375.0,520.0,2.0,0.0,,2.0,1.6,0.324,1254.48,6200,Wallonia,False,192339.1,
8980 Passendale,Apartment,Apartment,205000.0,for sale,2.0,120.0,0.0,,1.0,,0.0,0.0,,2.0,0.0,Excellent,,9.7,0.129,1708.33,8980,Flanders,False,205000.0,8.0
4540 Amay,House,Residence,389000.0,for sale,4.0,174.0,0.0,0.0,1.0,70.0,1.0,,646.0,,0.0,Normal,,2.0,0.124,2235.63,4540,Wallonia,False,222228.2,5.0
1640 Sint-Genesius-Rode,House,Villa,1650000.0,for sale,4.0,361.0,1.0,,1.0,,1.0,2995.0,2995.0,4.0,1.0,To renovate,3.0,0.557,0.202,4570.64,1640,Flanders,False,840120.7,3.0
5540 Hastière,House,Residence,125000.0,for sale,2.0,54.0,0.0,0.0,1.0,16.0,1.0,410.0,,,0.0,Normal,1.0,9.2,0.26,2314.81,5540,Wallonia,False,176013.2,5.0
6043 Ransart,House,Residence,79900.0,for sale,2.0,96.0,0.0,0.0,0.0,0.0,1.0,,190.0,3.0,0.0,To be renovated,,4.1,0.088,832.29,6043,Wallonia,False,216796.1,4.0
4030 Grivegnée,House,Residence,215000.0,for sale,3.0,100.0,1.0,0.0,1.0,24.0,0.0,0.0,92.0,2.0,0.0,Fully renovated,2.0,1.9,0.131,2150.0,4030,Wallonia,False,224804.0,7.0
2018 Antwerp,Apartment,Apartment,299000.0,for sale,1.0,47.0,0.0,,1.0,,0.0,0.0,,,0.0,,1.0,1.1,0.228,6361.7,2018,Flanders,False,406123.4,
9520 Sint-Lievens-Houtem,House,Residence,336000.0,for sale,2.0,105.0,1.0,0.0,1.0,7.0,1.0,110.0,170.0,4.0,0.0,New,2.0,6.1,0.415,3200.0,9520,Flanders,False,444011.4,9.0
1170 Watermaal-Bosvoorde,House,Residence,795000.0,for sale,3.0,290.0,0.0,,1.0,15.0,0.0,0.0,181.0,2.0,0.0,,,1.1,0.101,2741.38,1170,Brussels,False,646627.9,
9041 Oostakker,House,Residence,429448.0,for sale,3.0,127.0,0.0,,0.0,0.0,1.0,,183.0,3.0,0.0,,,6.7,0.123,3381.48,9041,Flanders,False,413246.8,
3080 Tervuren,House,Residence,550000.0,for sale,3.0,173.0,0.0,,1.0,,1.0,1.0,256.0,,0.0,Normal,,8.2,0.145,3179.19,3080,Flanders,False,819924.8,5.0
6230 Pont-à-Celles,House,Residence,179000.0,for sale,5.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,Normal,2.0,3.1,0.15,724.7,6230,Wallonia,False,282335.3,5.0
9100 Sint-Niklaas,House,Residence,359000.0,for sale,3.0,135.0,0.0,0.0,1.0,,1.0,,217.0,,0.0,,2.0,0.849,0.474,2659.26,9100,Flanders,False,347995.0,
7712 Herseaux,House,Residence,89000.0,for sale,2.0,74.0,0.0,0.0,1.0,13.0,0.0,0.0,81.0,2.0,0.0,To be renovated,1.0,1.4,0.022,1202.7,7712,Wallonia,False,290400.0,4.0
1500 Halle,Apartment,Apartment,250000.0,for sale,3.0,107.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,To be renovated,1.0,1.2,0.127,2336.45,1500,Flanders,False,401430.0,4.0
4031 Angleur,Apartment,Apartment,238000.0,for sale,1.0,65.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,New,1.0,2.3,0.062,3661.54,4031,Wallonia,False,294875.0,9.0
1790 Affligem,House,Residence,265000.0,for sale,2.0,156.0,0.0,,0.0,0.0,1.0,,382.0,,0.0,To be renovated,,1.6,0.237,1698.72,1790,Flanders,False,450447.3,4.0
9340 Lede,House,Residence,445950.0,for sale,3.0,166.0,0.0,,0.0,0.0,0.0,0.0,1085.0,3.0,0.0,New,2.0,1.0,0.024,2686.45,9340,Flanders,False,439361.2,9.0
4830 Limbourg,House,Mixed Building,259000.0,for sale,4.0,173.0,0.0,0.0,1.0,30.0,1.0,,95.0,2.0,0.0,,4.0,0.943,0.084,1497.11,4830,Wallonia,False,328000.0,
4180 Comblain-Fairon,House,Residence,425000.0,for sale,4.0,180.0,0.0,0.0,1.0,,1.0,831.0,1098.0,4.0,0.0,,2.0,1.2,0.234,2361.11,4180,Wallonia,False,425000.0,
7080 Frameries,House,Residence,229000.0,for sale,4.0,141.0,0.0,0.0,1.0,,0.0,0.0,78.0,2.0,0.0,,3.0,2.3,0.205,1624.11,7080,Wallonia,False,183192.9,
4000 Rocourt,Apartment,Ground Floor,278650.0,for sale,2.0,83.0,0.0,,1.0,8.0,1.0,30.0,,2.0,0.0,,,2.7,0.085,3357.23,4000,Wallonia,False,299522.6,
4000 Liege,Apartment,Apartment,175000.0,for sale,1.0,70.0,0.0,0.0,1.0,1.0,0.0,0.0,,4.0,0.0,Excellent,1.0,1.4,0.328,2500.0,4000,Wallonia,False,278374.3,8.0
8400 Oostende,Apartment,Apartment,385000.0,for sale,2.0,99.0,0.0,,1.0,10.0,0.0,0.0,,,0.0,,1.0,0.7,0.287,3888.89,8400,Flanders,False,319670.9,
8840 Staden,House,Residence,249000.0,for sale,3.0,237.0,0.0,,0.0,0.0,1.0,,1010.0,3.0,0.0,To be renovated,1.0,7.2,0.435,1050.63,8840,Flanders,False,231250.0,4.0
2381 Weelde,House,Residence,335000.0,for sale,3.0,190.0,0.0,0.0,1.0,14.0,1.0,,,,0.0,New,2.0,,0.185,1763.16,2381,Flanders,False,472200.0,9.0
6690 Vielsalm,House,Residence,150000.0,for sale,5.0,235.0,0.0,,0.0,0.0,1.0,,565.0,2.0,0.0,To be renovated,,0.879,0.031,638.3,6690,Wallonia,False,245307.7,4.0
8370 Blankenberge,Apartment,Apartment,369000.0,for sale,2.0,73.0,0.0,,1.0,,1.0,,,,0.0,Excellent,1.0,0.629,0.43,5054.79,8370,Flanders,False,296548.1,8.0
1910 Kampenhout,House,Residence,360000.0,for sale,4.0,297.0,1.0,,1.0,,1.0,,845.0,4.0,0.0,To be renovated,,5.4,1.6,1212.12,1910,Flanders,False,684808.6,4.0
9340 Lede,House,Residence,480597.0,for sale,3.0,180.0,0.0,,0.0,0.0,0.0,0.0,510.0,3.0,0.0,New,2.0,1.0,0.024,2669.98,9340,Flanders,False,439361.2,9.0
1380 Lasne,House,Residence,645000.0,for sale,3.0,140.0,1.0,0.0,1.0,25.0,1.0,200.0,655.0,4.0,0.0,Excellent,2.0,5.2,0.256,4607.14,1380,Wallonia,False,739487.4,8.0
3650 Dilsen-Stokkem,House,Residence,775000.0,for sale,3.0,197.0,0.0,,1.0,,1.0,,460.0,4.0,0.0,,,,0.982,3934.01,3650,Flanders,False,349717.1,
8660 De Panne,Apartment,Apartment,359000.0,for sale,2.0,116.0,0.0,,1.0,,0.0,0.0,,,0.0,Fully renovated,,2.9,0.15,3094.83,8660,Flanders,False,320678.7,7.0
1180 Ukkel,House,Residence,1850000.0,for sale,6.0,420.0,0.0,,1.0,,1.0,,1550.0,,0.0,Excellent,,2.0,0.977,4404.76,1180,Brussels,False,789638.4,8.0
5100 Jambes,Apartment,Apartment,230000.0,for sale,2.0,95.0,1.0,,1.0,10.0,0.0,0.0,,2.0,0.0,To be renovated,,0.998,0.013,2421.05,5100,Wallonia,False,335628.6,4.0
4683 Vivegnis,House,Residence,124000.0,for sale,,86.0,0.0,,0.0,0.0,0.0,0.0,196.0,4.0,0.0,,,4.2,0.058,1441.86,4683,Wallonia,False,251135.7,
2275 Gierle,House,Residence,549000.0,for sale,2.0,216.0,0.0,0.0,1.0,,1.0,,1698.0,4.0,0.0,Normal,2.0,3.8,0.746,2541.67,2275,Flanders,False,429333.3,5.0
4000 Liege,Apartment,Apartment,145000.0,for sale,2.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,Normal,4.0,2.0,0.128,1858.97,4000,Wallonia,False,278374.3,5.0
4430 Ans,House,Mixed Building,399000.0,for sale,2.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,1.4,0.452,2660.0,4430,Wallonia,False,231870.6,
3650 Dilsen,Apartment,Apartment,240910.0,for sale,1.0,68.0,0.0,0.0,1.0,14.0,0.0,0.0,,,0.0,New,1.0,,0.376,3542.79,3650,Flanders,False,232955.0,9.0
9160 Lokeren,House,Residence,382000.0,for sale,3.0,168.0,0.0,,0.0,0.0,0.0,0.0,184.0,2.0,0.0,,,0.681,0.206,2273.81,9160,Flanders,False,381729.9,
1090 Jette,Apartment,Apartment,129000.0,for sale,1.0,50.0,1.0,,0.0,0.0,0.0,0.0,,3.0,0.0,Normal,,0.954,0.149,2580.0,1090,Brussels,False,288449.2,5.0
3010 Kessel-Lo,Apartment,Apartment,395000.0,for sale,2.0,89.0,1.0,0.0,1.0,10.0,1.0,,,2.0,0.0,Excellent,1.0,1.9,0.221,4438.2,3010,Flanders,False,445500.0,8.0
6460 Chimay,House,Master House,135000.0,for sale,4.0,192.0,0.0,0.0,0.0,0.0,1.0,,241.0,3.0,0.0,,3.0,,0.288,703.12,6460,Wallonia,False,221740.9,
2340 Beerse,House,Residence,419000.0,for sale,3.0,188.0,0.0,0.0,1.0,,1.0,,570.0,4.0,0.0,To be renovated,2.0,6.9,0.925,2228.72,2340,Flanders,False,525015.2,4.0
3630 Maasmechelen,House,Residence,275000.0,for sale,2.0,127.0,0.0,,1.0,,1.0,,1449.0,4.0,0.0,,1.0,12.7,0.23,2165.35,3630,Flanders,False,329803.6,
2100 Deurne,Apartment,Apartment,175000.0,for sale,2.0,75.0,0.0,,1.0,5.0,0.0,0.0,,2.0,0.0,,,3.5,3.2,2333.33,2100,Flanders,False,263040.4,
1180 Ukkel,House,Villa,5950000.0,for sale,4.0,500.0,1.0,0.0,1.0,,1.0,4000.0,4500.0,4.0,1.0,New,5.0,0.847,0.137,11900.0,1180,Brussels,False,789638.4,9.0
2440 Geel,Apartment,Penthouse,189000.0,for sale,2.0,75.0,1.0,,1.0,8.0,0.0,0.0,,,0.0,Excellent,,0.157,0.046,2520.0,2440,Flanders,False,319010.7,8.0
9000 Gent,Apartment,Apartment,429000.0,for sale,2.0,108.0,0.0,,1.0,13.0,1.0,,,,0.0,New,,3.3,0.048,3972.22,9000,Flanders,False,455712.0,9.0
7711 Dottignies,Apartment,Apartment,159000.0,for sale,1.0,88.0,0.0,0.0,1.0,,0.0,0.0,,,0.0,,1.0,4.7,0.275,1806.82,7711,Wallonia,False,372658.3,
5300 Seilles,Apartment,Apartment,800000.0,for sale,11.0,575.0,0.0,0.0,1.0,,0.0,0.0,,4.0,0.0,To be renovated,5.0,0.771,0.476,1391.3,5300,Wallonia,False,332000.0,4.0
7700 Mouscron,House,Residence,265000.0,for sale,5.0,250.0,1.0,,1.0,15.0,1.0,100.0,265.0,2.0,0.0,Normal,2.0,0.969,0.108,1060.0,7700,Wallonia,False,303413.9,5.0
1731 Relegem,Apartment,Apartment,249000.0,for sale,2.0,75.0,0.0,,1.0,2.0,0.0,0.0,,,0.0,Normal,,1.7,2.1,3320.0,1731,Flanders,False,409583.3,5.0
5650 Walcourt,House,Cottage,80000.0,for sale,2.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,0.0,,1.0,0.873,0.195,941.18,5650,Wallonia,False,207777.7,
4537 Verlaine,House,Residence,429000.0,for sale,3.0,191.0,1.0,0.0,0.0,0.0,1.0,1132.0,1298.0,4.0,0.0,Normal,2.0,8.0,0.192,2246.07,4537,Wallonia,False,356571.4,5.0
4420 Saint-Nicolas,House,Residence,100000.0,for sale,2.0,115.0,0.0,0.0,0.0,0.0,1.0,442.0,508.0,2.0,0.0,,2.0,3.1,0.392,869.57,4420,Wallonia,False,196689.8,
8370 Blankenberge,Apartment,Ground Floor,419000.0,for sale,3.0,120.0,0.0,0.0,1.0,7.0,1.0,22.0,,,0.0,New,,0.524,0.428,3491.67,8370,Flanders,False,296548.1,9.0
1050 Elsene,Apartment,Duplex,305000.0,for sale,1.0,53.0,1.0,1.0,1.0,,0.0,0.0,,2.0,0.0,Fully renovated,1.0,0.715,0.226,5754.72,1050,Brussels,False,771126.3,7.0
6900 Hargimont,Apartment,Duplex,139000.0,for sale,2.0,75.0,1.0,0.0,0.0,0.0,1.0,,,2.0,0.0,Normal,1.0,3.0,0.479,1853.33,6900,Wallonia,False,178571.4,5.0
4420 Saint-Nicolas,House,Mixed Building,325000.0,for sale,3.0,177.0,1.0,,1.0,24.0,1.0,,,2.0,0.0,To renovate,3.0,2.1,0.179,1836.16,4420,Wallonia,False,196689.8,3.0
1435 Mont-Saint-Guibert,House,Residence,275000.0,for sale,3.0,130.0,1.0,0.0,0.0,0.0,0.0,0.0,1044.0,2.0,0.0,To be renovated,2.0,0.627,0.054,2115.38,1435,Wallonia,False,341266.6,4.0
3550 Heusden-Zolder,Apartment,Apartment,283000.0,for sale,2.0,80.0,1.0,0.0,1.0,,0.0,0.0,,2.0,0.0,New,1.0,1.1,0.178,3537.5,3550,Flanders,False,393598.2,9.0
